County code,Tract,State code,Place code,State abbreviation,County name,Place name,Total housing units (2010),tract to placefp allocation factor
6001,4504,6,20018,CA,Alameda CA,"Dublin city, CA",2103,1
6001,4505.01,6,20018,CA,Alameda CA,"Dublin city, CA",1281,1
6001,4505.02,6,20018,CA,Alameda CA,"Dublin city, CA",1553,0.999
6001,4507.5,6,20018,CA,Alameda CA,"Dublin city, CA",1882,1
6001,4507.51,6,20018,CA,Alameda CA,"Dublin city, CA",712,0.985
6001,4507.52,6,20018,CA,Alameda CA,"Dublin city, CA",1296,0.816
6085,5038.02,6,20598,CA,Santa Clara CA,"East Foothills CDP, CA",620,0.27
6085,5039.02,6,20598,CA,Santa Clara CA,"East Foothills CDP, CA",54,0.036
6085,5041.01,6,20598,CA,Santa Clara CA,"East Foothills CDP, CA",65,0.063
6085,5041.02,6,20598,CA,Santa Clara CA,"East Foothills CDP, CA",46,0.034
6085,5042.01,6,20598,CA,Santa Clara CA,"East Foothills CDP, CA",1416,0.83
6085,5042.02,6,20598,CA,Santa Clara CA,"East Foothills CDP, CA",621,0.404
6085,5043.08,6,20598,CA,Santa Clara CA,"East Foothills CDP, CA",8,0.005
6081,6118,6,20956,CA,San Mateo CA,"East Palo Alto city, CA",918,0.999
6081,6119,6,20956,CA,San Mateo CA,"East Palo Alto city, CA",2657,1
6081,6120,6,20956,CA,San Mateo CA,"East Palo Alto city, CA",1629,1
6081,6121,6,20956,CA,San Mateo CA,"East Palo Alto city, CA",2615,0.862
6013,3610,6,21061,CA,Contra Costa CA,"East Richmond Heights CDP, CA",25,0.014
6013,3620,6,21061,CA,Contra Costa CA,"East Richmond Heights CDP, CA",1205,0.986
6013,3700,6,21061,CA,Contra Costa CA,"East Richmond Heights CDP, CA",59,0.05
6013,3840,6,21061,CA,Contra Costa CA,"East Richmond Heights CDP, CA",163,0.096
6013,3700,6,21796,CA,Contra Costa CA,"El Cerrito city, CA",32,0.027
6013,3840,6,21796,CA,Contra Costa CA,"El Cerrito city, CA",1521,0.897
6013,3851,6,21796,CA,Contra Costa CA,"El Cerrito city, CA",1158,0.971
6013,3852,6,21796,CA,Contra Costa CA,"El Cerrito city, CA",591,1
6013,3860,6,21796,CA,Contra Costa CA,"El Cerrito city, CA",1491,0.972
6013,3870,6,21796,CA,Contra Costa CA,"El Cerrito city, CA",1184,1
6013,3880,6,21796,CA,Contra Costa CA,"El Cerrito city, CA",1203,1
6013,3891,6,21796,CA,Contra Costa CA,"El Cerrito city, CA",929,1
6013,3892,6,21796,CA,Contra Costa CA,"El Cerrito city, CA",835,1
6013,3901,6,21796,CA,Contra Costa CA,"El Cerrito city, CA",973,1
6013,3902,6,21796,CA,Contra Costa CA,"El Cerrito city, CA",799,1
6097,1503.03,6,21894,CA,Sonoma CA,"Eldridge CDP, CA",158,0.065
6097,1505,6,21894,CA,Sonoma CA,"Eldridge CDP, CA",405,0.16
6081,6135.02,6,21936,CA,San Mateo CA,"El Granada CDP, CA",2198,0.907
6095,2529.04,6,22146,CA,Solano CA,"Elmira CDP, CA",91,0.047
6013,3601.01,6,22454,CA,Contra Costa CA,"El Sobrante CDP, CA",536,0.303
6013,3601.02,6,22454,CA,Contra Costa CA,"El Sobrante CDP, CA",399,0.259
6013,3602,6,22454,CA,Contra Costa CA,"El Sobrante CDP, CA",967,0.515
6013,3610,6,22454,CA,Contra Costa CA,"El Sobrante CDP, CA",1335,0.729
6013,3630,6,22454,CA,Contra Costa CA,"El Sobrante CDP, CA",1853,0.664
6013,3690.02,6,22454,CA,Contra Costa CA,"El Sobrante CDP, CA",46,0.043
6097,1503.03,6,22510,CA,Sonoma CA,"El Verano CDP, CA",301,0.124
6097,1503.04,6,22510,CA,Sonoma CA,"El Verano CDP, CA",1280,0.53
6081,6097,6,22587,CA,San Mateo CA,"Emerald Lake Hills CDP, CA",1406,0.851
6081,6098,6,22587,CA,San Mateo CA,"Emerald Lake Hills CDP, CA",34,0.02
6081,6111,6,22587,CA,San Mateo CA,"Emerald Lake Hills CDP, CA",174,0.075
6001,4251.01,6,22594,CA,Alameda CA,"Emeryville city, CA",1293,1
6001,4251.02,6,22594,CA,Alameda CA,"Emeryville city, CA",1893,1
6001,4251.03,6,22594,CA,Alameda CA,"Emeryville city, CA",1424,1
6001,4251.04,6,22594,CA,Alameda CA,"Emeryville city, CA",2036,1
6001,9900,6,22594,CA,Alameda CA,"Emeryville city, CA",0, 
6041,1141,6,23168,CA,Marin CA,"Fairfax town, CA",2439,0.994
6041,1142,6,23168,CA,Marin CA,"Fairfax town, CA",1146,0.795
6041,1150,6,23168,CA,Marin CA,"Fairfax town, CA",0,0
6095,2522.01,6,23182,CA,Solano CA,"Fairfield city, CA",2276,0.699
6095,2522.02,6,23182,CA,Solano CA,"Fairfield city, CA",2605,0.821
6095,2523.05,6,23182,CA,Solano CA,"Fairfield city, CA",1474,0.852
6095,2523.06,6,23182,CA,Solano CA,"Fairfield city, CA",1293,0.998
6095,2523.1,6,23182,CA,Solano CA,"Fairfield city, CA",1159,0.891
6095,2523.11,6,23182,CA,Solano CA,"Fairfield city, CA",1591,1
6095,2523.12,6,23182,CA,Solano CA,"Fairfield city, CA",1470,1
6095,2523.13,6,23182,CA,Solano CA,"Fairfield city, CA",2349,1
6095,2523.14,6,23182,CA,Solano CA,"Fairfield city, CA",1475,1
6095,2523.15,6,23182,CA,Solano CA,"Fairfield city, CA",1439,1
6095,2523.16,6,23182,CA,Solano CA,"Fairfield city, CA",1179,1
6095,2523.17,6,23182,CA,Solano CA,"Fairfield city, CA",2135,0.986
6095,2524.01,6,23182,CA,Solano CA,"Fairfield city, CA",1466,1
6095,2524.02,6,23182,CA,Solano CA,"Fairfield city, CA",1790,0.994
6095,2525.01,6,23182,CA,Solano CA,"Fairfield city, CA",977,1
6095,2525.02,6,23182,CA,Solano CA,"Fairfield city, CA",650,1
6095,2526.04,6,23182,CA,Solano CA,"Fairfield city, CA",1274,1
6095,2526.05,6,23182,CA,Solano CA,"Fairfield city, CA",1978,1
6095,2526.06,6,23182,CA,Solano CA,"Fairfield city, CA",1822,1
6095,2526.07,6,23182,CA,Solano CA,"Fairfield city, CA",1215,1
6095,2526.08,6,23182,CA,Solano CA,"Fairfield city, CA",1332,1
6095,2526.1,6,23182,CA,Solano CA,"Fairfield city, CA",1078,1
6095,2526.11,6,23182,CA,Solano CA,"Fairfield city, CA",1190,0.997
6095,2527.06,6,23182,CA,Solano CA,"Fairfield city, CA",0,0
6095,2527.07,6,23182,CA,Solano CA,"Fairfield city, CA",724,0.41
6095,2528.01,6,23182,CA,Solano CA,"Fairfield city, CA",1045,1
6095,2528.02,6,23182,CA,Solano CA,"Fairfield city, CA",195,1
6095,9800,6,23182,CA,Solano CA,"Fairfield city, CA",3,1
6001,4351.03,6,23350,CA,Alameda CA,"Fairview CDP, CA",33,0.015
6001,4352,6,23350,CA,Alameda CA,"Fairview CDP, CA",1275,0.892
6001,4353,6,23350,CA,Alameda CA,"Fairview CDP, CA",510,0.293
6001,4364.01,6,23350,CA,Alameda CA,"Fairview CDP, CA",1225,0.403
6001,4364.02,6,23350,CA,Alameda CA,"Fairview CDP, CA",599,0.57
6097,1503.05,6,23973,CA,Sonoma CA,"Fetters Hot Springs-Agua Caliente CDP, CA",864,0.49
6097,1503.06,6,23973,CA,Sonoma CA,"Fetters Hot Springs-Agua Caliente CDP, CA",721,0.407
6097,1537.05,6,24960,CA,Sonoma CA,"Forestville CDP, CA",1438,0.786
6097,1537.06,6,24960,CA,Sonoma CA,"Forestville CDP, CA",167,0.07
6081,6080.01,6,25338,CA,San Mateo CA,"Foster City city, CA",1542,1
6081,6080.02,6,25338,CA,San Mateo CA,"Foster City city, CA",1401,1
6081,6080.04,6,25338,CA,San Mateo CA,"Foster City city, CA",3021,1
6081,6080.13,6,25338,CA,San Mateo CA,"Foster City city, CA",1562,1
6081,6080.23,6,25338,CA,San Mateo CA,"Foster City city, CA",873,1
6081,6081,6,25338,CA,San Mateo CA,"Foster City city, CA",1330,1
6081,6082,6,25338,CA,San Mateo CA,"Foster City city, CA",1349,1
6081,6083,6,25338,CA,San Mateo CA,"Foster City city, CA",1380,1
6081,9901,6,25338,CA,San Mateo CA,"Foster City city, CA",0, 
6001,4411,6,26000,CA,Alameda CA,"Fremont city, CA",1728,1
6001,4412,6,26000,CA,Alameda CA,"Fremont city, CA",2641,1
6001,4413.01,6,26000,CA,Alameda CA,"Fremont city, CA",1199,1
6001,4413.02,6,26000,CA,Alameda CA,"Fremont city, CA",1855,1
6001,4414.01,6,26000,CA,Alameda CA,"Fremont city, CA",2346,1
6001,4414.02,6,26000,CA,Alameda CA,"Fremont city, CA",1728,1
6001,4415.03,6,26000,CA,Alameda CA,"Fremont city, CA",2021,1
6001,4415.21,6,26000,CA,Alameda CA,"Fremont city, CA",1800,1
6001,4415.22,6,26000,CA,Alameda CA,"Fremont city, CA",1457,1
6001,4415.23,6,26000,CA,Alameda CA,"Fremont city, CA",1402,1
6001,4415.24,6,26000,CA,Alameda CA,"Fremont city, CA",1332,1
6001,4416.01,6,26000,CA,Alameda CA,"Fremont city, CA",1451,1
6001,4416.02,6,26000,CA,Alameda CA,"Fremont city, CA",2330,1
6001,4417,6,26000,CA,Alameda CA,"Fremont city, CA",2762,1
6001,4418,6,26000,CA,Alameda CA,"Fremont city, CA",2413,1
6001,4419.21,6,26000,CA,Alameda CA,"Fremont city, CA",1295,1
6001,4419.23,6,26000,CA,Alameda CA,"Fremont city, CA",2227,1
6001,4419.24,6,26000,CA,Alameda CA,"Fremont city, CA",2675,1
6001,4419.25,6,26000,CA,Alameda CA,"Fremont city, CA",2919,1
6001,4419.26,6,26000,CA,Alameda CA,"Fremont city, CA",1456,1
6001,4419.27,6,26000,CA,Alameda CA,"Fremont city, CA",1817,1
6001,4420,6,26000,CA,Alameda CA,"Fremont city, CA",1023,1
6001,4421,6,26000,CA,Alameda CA,"Fremont city, CA",1660,1
6001,4422,6,26000,CA,Alameda CA,"Fremont city, CA",2161,1
6001,4423.01,6,26000,CA,Alameda CA,"Fremont city, CA",1461,1
6001,4423.02,6,26000,CA,Alameda CA,"Fremont city, CA",2050,1
6001,4424,6,26000,CA,Alameda CA,"Fremont city, CA",1977,1
6001,4425,6,26000,CA,Alameda CA,"Fremont city, CA",2239,1
6001,4426.01,6,26000,CA,Alameda CA,"Fremont city, CA",1295,1
6001,4426.02,6,26000,CA,Alameda CA,"Fremont city, CA",1744,1
6001,4427,6,26000,CA,Alameda CA,"Fremont city, CA",1093,1
6001,4428,6,26000,CA,Alameda CA,"Fremont city, CA",943,1
6001,4429,6,26000,CA,Alameda CA,"Fremont city, CA",2383,1
6001,4430.01,6,26000,CA,Alameda CA,"Fremont city, CA",818,1
6001,4430.02,6,26000,CA,Alameda CA,"Fremont city, CA",1920,1
6001,4431.02,6,26000,CA,Alameda CA,"Fremont city, CA",1440,1
6001,4431.03,6,26000,CA,Alameda CA,"Fremont city, CA",1219,1
6001,4431.04,6,26000,CA,Alameda CA,"Fremont city, CA",1757,1
6001,4431.05,6,26000,CA,Alameda CA,"Fremont city, CA",1392,1
6001,4432,6,26000,CA,Alameda CA,"Fremont city, CA",1194,1
6001,4433.01,6,26000,CA,Alameda CA,"Fremont city, CA",1225,1
6001,4433.21,6,26000,CA,Alameda CA,"Fremont city, CA",1204,1
6001,4433.22,6,26000,CA,Alameda CA,"Fremont city, CA",937,1
6001,4443.02,6,26000,CA,Alameda CA,"Fremont city, CA",0,0
6001,9900,6,26000,CA,Alameda CA,"Fremont city, CA",0, 
6085,5020.01,6,27080,CA,Santa Clara CA,"Fruitdale CDP, CA",0,0
6085,5021.01,6,27080,CA,Santa Clara CA,"Fruitdale CDP, CA",379,0.191
6097,1527.02,6,28014,CA,Sonoma CA,"Fulton CDP, CA",11,0.006
6097,1528.01,6,28014,CA,Sonoma CA,"Fulton CDP, CA",66,0.033
6097,1529.06,6,28014,CA,Sonoma CA,"Fulton CDP, CA",130,0.063
6097,1541,6,29420,CA,Sonoma CA,"Geyserville CDP, CA",325,0.188
6085,5122,6,29504,CA,Santa Clara CA,"Gilroy city, CA",354,0.229
6085,5124.01,6,29504,CA,Santa Clara CA,"Gilroy city, CA",7,0.005
6085,5125.03,6,29504,CA,Santa Clara CA,"Gilroy city, CA",2338,0.946
6085,5125.05,6,29504,CA,Santa Clara CA,"Gilroy city, CA",2031,0.954
6085,5125.06,6,29504,CA,Santa Clara CA,"Gilroy city, CA",1750,0.998
6085,5125.08,6,29504,CA,Santa Clara CA,"Gilroy city, CA",2640,1
6085,5125.09,6,29504,CA,Santa Clara CA,"Gilroy city, CA",1182,0.979
6085,5125.1,6,29504,CA,Santa Clara CA,"Gilroy city, CA",2267,0.99
6085,5126.02,6,29504,CA,Santa Clara CA,"Gilroy city, CA",108,0.107
6085,5126.03,6,29504,CA,Santa Clara CA,"Gilroy city, CA",1033,1
6085,5126.04,6,29504,CA,Santa Clara CA,"Gilroy city, CA",1144,1
6097,1505,6,30028,CA,Sonoma CA,"Glen Ellen CDP, CA",421,0.166
6097,1536,6,30812,CA,Sonoma CA,"Graton CDP, CA",571,0.229
6097,1537.06,6,30812,CA,Sonoma CA,"Graton CDP, CA",152,0.064
6095,2522.01,6,31099,CA,Solano CA,"Green Valley CDP, CA",724,0.222
6097,1537.03,6,31470,CA,Sonoma CA,"Guerneville CDP, CA",923,0.326
6097,1537.04,6,31470,CA,Sonoma CA,"Guerneville CDP, CA",2417,0.917
6097,1537.05,6,31470,CA,Sonoma CA,"Guerneville CDP, CA",3,0.002
6081,6135.01,6,31708,CA,San Mateo CA,"Half Moon Bay city, CA",1311,0.969
6081,6135.02,6,31708,CA,San Mateo CA,"Half Moon Bay city, CA",219,0.09
6081,6136,6,31708,CA,San Mateo CA,"Half Moon Bay city, CA",0,0
6081,6137,6,31708,CA,San Mateo CA,"Half Moon Bay city, CA",2865,0.822
6095,2529.03,6,32340,CA,Solano CA,"Hartley CDP, CA",185,0.11
6095,2529.04,6,32340,CA,Solano CA,"Hartley CDP, CA",622,0.319
6095,2532.06,6,32340,CA,Solano CA,"Hartley CDP, CA",10,0.01
6095,2533,6,32340,CA,Solano CA,"Hartley CDP, CA",132,0.129
6001,4312,6,33000,CA,Alameda CA,"Hayward city, CA",1026,0.381
6001,4351.02,6,33000,CA,Alameda CA,"Hayward city, CA",1648,1
6001,4351.03,6,33000,CA,Alameda CA,"Hayward city, CA",819,0.385
6001,4351.04,6,33000,CA,Alameda CA,"Hayward city, CA",2096,1
6001,4352,6,33000,CA,Alameda CA,"Hayward city, CA",154,0.108
6001,4353,6,33000,CA,Alameda CA,"Hayward city, CA",1228,0.707
6001,4354,6,33000,CA,Alameda CA,"Hayward city, CA",2161,1
6001,4355,6,33000,CA,Alameda CA,"Hayward city, CA",784,0.517
6001,4357,6,33000,CA,Alameda CA,"Hayward city, CA",0,0
6001,4362,6,33000,CA,Alameda CA,"Hayward city, CA",9,0.007
6001,4363,6,33000,CA,Alameda CA,"Hayward city, CA",1892,0.826
6001,4364.01,6,33000,CA,Alameda CA,"Hayward city, CA",1817,0.597
6001,4364.02,6,33000,CA,Alameda CA,"Hayward city, CA",452,0.43
6001,4365,6,33000,CA,Alameda CA,"Hayward city, CA",1843,1
6001,4366.01,6,33000,CA,Alameda CA,"Hayward city, CA",1937,1
6001,4366.02,6,33000,CA,Alameda CA,"Hayward city, CA",1718,1
6001,4367,6,33000,CA,Alameda CA,"Hayward city, CA",1050,1
6001,4368,6,33000,CA,Alameda CA,"Hayward city, CA",1366,1
6001,4369,6,33000,CA,Alameda CA,"Hayward city, CA",1926,1
6001,4370,6,33000,CA,Alameda CA,"Hayward city, CA",1269,1
6001,4371.01,6,33000,CA,Alameda CA,"Hayward city, CA",1880,1
6001,4371.02,6,33000,CA,Alameda CA,"Hayward city, CA",1465,1
6001,4372,6,33000,CA,Alameda CA,"Hayward city, CA",2365,0.971
6001,4373,6,33000,CA,Alameda CA,"Hayward city, CA",943,1
6001,4374,6,33000,CA,Alameda CA,"Hayward city, CA",954,1
6001,4375,6,33000,CA,Alameda CA,"Hayward city, CA",1189,1
6001,4376,6,33000,CA,Alameda CA,"Hayward city, CA",940,1
6001,4377.01,6,33000,CA,Alameda CA,"Hayward city, CA",1107,1
6001,4377.02,6,33000,CA,Alameda CA,"Hayward city, CA",1111,1
6001,4378,6,33000,CA,Alameda CA,"Hayward city, CA",1393,1
6001,4379,6,33000,CA,Alameda CA,"Hayward city, CA",708,1
6001,4380,6,33000,CA,Alameda CA,"Hayward city, CA",755,0.672
6001,4381,6,33000,CA,Alameda CA,"Hayward city, CA",2185,1
6001,4382.01,6,33000,CA,Alameda CA,"Hayward city, CA",1245,1
6001,4382.03,6,33000,CA,Alameda CA,"Hayward city, CA",1263,1
6001,4382.04,6,33000,CA,Alameda CA,"Hayward city, CA",1925,1
6001,4383,6,33000,CA,Alameda CA,"Hayward city, CA",924,1
6001,4384,6,33000,CA,Alameda CA,"Hayward city, CA",746,1
6001,4401,6,33000,CA,Alameda CA,"Hayward city, CA",0,0
6001,4506.01,6,33000,CA,Alameda CA,"Hayward city, CA",3,0.002
6001,9900,6,33000,CA,Alameda CA,"Hayward city, CA",0, 
6097,1539.01,6,33056,CA,Sonoma CA,"Healdsburg city, CA",1398,0.567
6097,1539.02,6,33056,CA,Sonoma CA,"Healdsburg city, CA",1664,1
6097,1539.03,6,33056,CA,Sonoma CA,"Healdsburg city, CA",1673,0.981
6097,1540,6,33056,CA,Sonoma CA,"Healdsburg city, CA",59,0.042
6013,3560.01,6,33308,CA,Contra Costa CA,"Hercules city, CA",84,0.07
6013,3560.02,6,33308,CA,Contra Costa CA,"Hercules city, CA",1112,0.537
6013,3580,6,33308,CA,Contra Costa CA,"Hercules city, CA",7,0.003
6013,3591.04,6,33308,CA,Contra Costa CA,"Hercules city, CA",961,1
6013,3591.05,6,33308,CA,Contra Costa CA,"Hercules city, CA",1591,1
6013,3592.03,6,33308,CA,Contra Costa CA,"Hercules city, CA",2389,1
6013,3592.04,6,33308,CA,Contra Costa CA,"Hercules city, CA",1529,1
6013,3923,6,33308,CA,Contra Costa CA,"Hercules city, CA",880,0.946
6013,9900,6,33308,CA,Contra Costa CA,"Hercules city, CA",0, 
6081,6057,6,33633,CA,San Mateo CA,"Highlands-Baywood Park CDP, CA",0,0
6081,6068,6,33633,CA,San Mateo CA,"Highlands-Baywood Park CDP, CA",624,0.471
6081,6069,6,33633,CA,San Mateo CA,"Highlands-Baywood Park CDP, CA",843,0.946
6081,6050,6,33798,CA,San Mateo CA,"Hillsborough town, CA",0,0
6081,6056,6,33798,CA,San Mateo CA,"Hillsborough town, CA",2032,1
6081,6057,6,33798,CA,San Mateo CA,"Hillsborough town, CA",1880,0.999
6081,6068,6,33798,CA,San Mateo CA,"Hillsborough town, CA",0,0
6081,6069,6,33798,CA,San Mateo CA,"Hillsborough town, CA",0,0
6041,1322,6,36616,CA,Marin CA,"Inverness CDP, CA",1130,0.814
6097,1543.04,6,37274,CA,Sonoma CA,"Jenner CDP, CA",158,0.081
6013,3851,6,38086,CA,Contra Costa CA,"Kensington CDP, CA",34,0.029
6013,3910,6,38086,CA,Contra Costa CA,"Kensington CDP, CA",1135,1
6013,3920,6,38086,CA,Contra Costa CA,"Kensington CDP, CA",1136,1
6041,1181,6,38114,CA,Marin CA,"Kentfield CDP, CA",4,0.005
6041,1191,6,38114,CA,Marin CA,"Kentfield CDP, CA",2035,1
6041,1192.01,6,38114,CA,Marin CA,"Kentfield CDP, CA",38,0.019
6041,1192.02,6,38114,CA,Marin CA,"Kentfield CDP, CA",681,0.527
6041,1200,6,38114,CA,Marin CA,"Kentfield CDP, CA",0,0
6097,1505,6,38156,CA,Sonoma CA,"Kenwood CDP, CA",543,0.214
6097,1516.02,6,38156,CA,Sonoma CA,"Kenwood CDP, CA",9,0.004
6013,3010,6,38772,CA,Contra Costa CA,"Knightsen CDP, CA",0,0
6013,3020.08,6,38772,CA,Contra Costa CA,"Knightsen CDP, CA",221,0.095
6013,3031.03,6,38772,CA,Contra Costa CA,"Knightsen CDP, CA",296,0.084
6013,3040.05,6,38772,CA,Contra Costa CA,"Knightsen CDP, CA",65,0.03
6081,6132,6,39094,CA,San Mateo CA,"Ladera CDP, CA",539,0.197
6013,3260,6,39122,CA,Contra Costa CA,"Lafayette city, CA",0,0
6013,3400.02,6,39122,CA,Contra Costa CA,"Lafayette city, CA",397,0.131
6013,3410,6,39122,CA,Contra Costa CA,"Lafayette city, CA",389,0.186
6013,3470,6,39122,CA,Contra Costa CA,"Lafayette city, CA",859,0.358
6013,3480,6,39122,CA,Contra Costa CA,"Lafayette city, CA",1730,1
6013,3490,6,39122,CA,Contra Costa CA,"Lafayette city, CA",1999,1
6013,3500,6,39122,CA,Contra Costa CA,"Lafayette city, CA",1781,0.696
6013,3511.01,6,39122,CA,Contra Costa CA,"Lafayette city, CA",2,0.001
6013,3511.02,6,39122,CA,Contra Costa CA,"Lafayette city, CA",0,0
6013,3512,6,39122,CA,Contra Costa CA,"Lafayette city, CA",1928,0.921
6013,3521.01,6,39122,CA,Contra Costa CA,"Lafayette city, CA",28,0.033
6013,3530.02,6,39122,CA,Contra Costa CA,"Lafayette city, CA",342,0.224
6013,3540.02,6,39122,CA,Contra Costa CA,"Lafayette city, CA",196,0.075
6041,1130,6,39283,CA,Marin CA,"Lagunitas-Forest Knolls CDP, CA",897,0.509
6081,6138,6,39318,CA,San Mateo CA,"La Honda CDP, CA",472,0.237
6097,1524,6,40426,CA,Sonoma CA,"Larkfield-Wikiup CDP, CA",3,0.001
6097,1527.01,6,40426,CA,Sonoma CA,"Larkfield-Wikiup CDP, CA",2020,0.909
6097,1527.02,6,40426,CA,Sonoma CA,"Larkfield-Wikiup CDP, CA",1567,0.787
6097,1538.09,6,40426,CA,Sonoma CA,"Larkfield-Wikiup CDP, CA",6,0.004
6041,1192.01,6,40438,CA,Marin CA,"Larkspur city, CA",1991,0.981
6041,1192.02,6,40438,CA,Marin CA,"Larkspur city, CA",612,0.473
6041,1200,6,40438,CA,Marin CA,"Larkspur city, CA",2957,0.979
6041,1212,6,40438,CA,Marin CA,"Larkspur city, CA",816,0.305
6041,1261,6,40438,CA,Marin CA,"Larkspur city, CA",0,0
6085,5118,6,41282,CA,Santa Clara CA,"Lexington Hills CDP, CA",996,0.575
6001,4507.52,6,41992,CA,Alameda CA,"Livermore city, CA",272,0.171
6001,4511.01,6,41992,CA,Alameda CA,"Livermore city, CA",1820,0.736
6001,4511.02,6,41992,CA,Alameda CA,"Livermore city, CA",1260,0.937
6001,4512.01,6,41992,CA,Alameda CA,"Livermore city, CA",2592,1
6001,4512.02,6,41992,CA,Alameda CA,"Livermore city, CA",1242,0.937
6001,4513,6,41992,CA,Alameda CA,"Livermore city, CA",2419,0.998
6001,4514.01,6,41992,CA,Alameda CA,"Livermore city, CA",2319,0.997
6001,4514.03,6,41992,CA,Alameda CA,"Livermore city, CA",781,1
6001,4514.04,6,41992,CA,Alameda CA,"Livermore city, CA",2173,1
6001,4515.01,6,41992,CA,Alameda CA,"Livermore city, CA",1668,0.926
6001,4515.03,6,41992,CA,Alameda CA,"Livermore city, CA",2151,1
6001,4515.04,6,41992,CA,Alameda CA,"Livermore city, CA",601,1
6001,4515.05,6,41992,CA,Alameda CA,"Livermore city, CA",1155,1
6001,4515.06,6,41992,CA,Alameda CA,"Livermore city, CA",1115,1
6001,4516.01,6,41992,CA,Alameda CA,"Livermore city, CA",1812,0.977
6001,4516.02,6,41992,CA,Alameda CA,"Livermore city, CA",2920,1
6001,4517.01,6,41992,CA,Alameda CA,"Livermore city, CA",1063,1
6001,4517.03,6,41992,CA,Alameda CA,"Livermore city, CA",1319,0.999
6001,4517.04,6,41992,CA,Alameda CA,"Livermore city, CA",1660,1
6081,6138,6,42384,CA,San Mateo CA,"Loma Mar CDP, CA",67,0.034
6085,5077.03,6,43280,CA,Santa Clara CA,"Los Altos city, CA",21,0.007
6085,5078.05,6,43280,CA,Santa Clara CA,"Los Altos city, CA",223,0.102
6085,5094.01,6,43280,CA,Santa Clara CA,"Los Altos city, CA",0,0
6085,5094.03,6,43280,CA,Santa Clara CA,"Los Altos city, CA",0,0
6085,5094.04,6,43280,CA,Santa Clara CA,"Los Altos city, CA",1,0
6085,5098.01,6,43280,CA,Santa Clara CA,"Los Altos city, CA",3,0.001
6085,5099.01,6,43280,CA,Santa Clara CA,"Los Altos city, CA",94,0.123
6085,5100.01,6,43280,CA,Santa Clara CA,"Los Altos city, CA",1922,0.9
6085,5100.02,6,43280,CA,Santa Clara CA,"Los Altos city, CA",1314,1
6085,5101,6,43280,CA,Santa Clara CA,"Los Altos city, CA",1099,0.991
6085,5102,6,43280,CA,Santa Clara CA,"Los Altos city, CA",1532,0.983
6085,5103,6,43280,CA,Santa Clara CA,"Los Altos city, CA",1765,1
6085,5104,6,43280,CA,Santa Clara CA,"Los Altos city, CA",1193,0.993
6085,5105,6,43280,CA,Santa Clara CA,"Los Altos city, CA",1975,1
6085,5117.01,6,43280,CA,Santa Clara CA,"Los Altos city, CA",42,0.028
6085,5117.02,6,43280,CA,Santa Clara CA,"Los Altos city, CA",0,0
6085,5117.07,6,43280,CA,Santa Clara CA,"Los Altos city, CA",20,0.015
6085,5103,6,43294,CA,Santa Clara CA,"Los Altos Hills town, CA",0,0
6085,5105,6,43294,CA,Santa Clara CA,"Los Altos Hills town, CA",0,0
6085,5117.01,6,43294,CA,Santa Clara CA,"Los Altos Hills town, CA",1302,0.855
6085,5117.04,6,43294,CA,Santa Clara CA,"Los Altos Hills town, CA",1639,0.96
6085,5117.05,6,43294,CA,Santa Clara CA,"Los Altos Hills town, CA",39,0.11
6085,5117.07,6,43294,CA,Santa Clara CA,"Los Altos Hills town, CA",21,0.016
6085,5067.01,6,44112,CA,Santa Clara CA,"Los Gatos town, CA",0,0
6085,5067.03,6,44112,CA,Santa Clara CA,"Los Gatos town, CA",808,0.55
6085,5068.01,6,44112,CA,Santa Clara CA,"Los Gatos town, CA",1678,0.726
6085,5068.02,6,44112,CA,Santa Clara CA,"Los Gatos town, CA",115,0.059
6085,5068.04,6,44112,CA,Santa Clara CA,"Los Gatos town, CA",824,0.601
6085,5069,6,44112,CA,Santa Clara CA,"Los Gatos town, CA",1656,0.604
6085,5070.01,6,44112,CA,Santa Clara CA,"Los Gatos town, CA",2746,0.835
6085,5070.02,6,44112,CA,Santa Clara CA,"Los Gatos town, CA",973,0.902
6085,5071,6,44112,CA,Santa Clara CA,"Los Gatos town, CA",1371,0.996
6085,5072.03,6,44112,CA,Santa Clara CA,"Los Gatos town, CA",1155,0.96
6085,5072.05,6,44112,CA,Santa Clara CA,"Los Gatos town, CA",1699,0.866
6085,5072.06,6,44112,CA,Santa Clara CA,"Los Gatos town, CA",23,0.022
6085,5073.01,6,44112,CA,Santa Clara CA,"Los Gatos town, CA",1,0
6085,5118,6,44112,CA,Santa Clara CA,"Los Gatos town, CA",1,0.001
6085,5102,6,44378,CA,Santa Clara CA,"Loyola CDP, CA",27,0.017
6085,5117.02,6,44378,CA,Santa Clara CA,"Loyola CDP, CA",981,1
6085,5117.04,6,44378,CA,Santa Clara CA,"Loyola CDP, CA",33,0.019
6085,5117.07,6,44378,CA,Santa Clara CA,"Loyola CDP, CA",167,0.127
6041,1070,6,44399,CA,Marin CA,"Lucas Valley-Marinwood CDP, CA",2406,0.993
6041,1081,6,44399,CA,Marin CA,"Lucas Valley-Marinwood CDP, CA",1,0
6041,1281,6,45820,CA,Marin CA,"Marin City CDP, CA",201,0.069
6041,1290,6,45820,CA,Marin CA,"Marin City CDP, CA",1108,1
6013,3160,6,46114,CA,Contra Costa CA,"Martinez city, CA",487,1
