geo_fips,Typology,old disp type
6001420200,MHI - Ongoing Exclusion,6
6001420300,MHI - Ongoing Exclusion,6
6001420600,MHI - At Risk of Exclusion,6
6001420100,MHI - Ongoing Exclusion,6
6085504102,LI - At Risk of Gentrification and/or Displacement,1
6085504101,LI - At Risk of Gentrification and/or Displacement,2
6085503902,LI - At Risk of Gentrification and/or Displacement,1
6055201007,MHI - Not Losing Low Income Households,5
6055201004,LI - Not Losing Low Income Households,5
6055201003,MHI - At Risk of Exclusion,5
6055201005,MHI - Not Losing Low Income Households,5
6055201006,LI - Not Losing Low Income Households,5
6055201700,LI - Not Losing Low Income Households,2
6013307205,LI - Not Losing Low Income Households,1
6013355110,MHI - Not Losing Low Income Households,5
6013308002,MHI - Not Losing Low Income Households,5
6013355108,MHI - Not Losing Low Income Households,5
6013355111,MHI - Not Losing Low Income Households,5
6013306002,LI - Not Losing Low Income Households,1
6013303201,MHI - Not Losing Low Income Households,5
6013305000,LI - Ongoing Gentrification and/or Displacement,3
6013306004,LI - Ongoing Gentrification and/or Displacement,1
6013307202,LI - Not Losing Low Income Households,1
6013355109,MHI - Not Losing Low Income Households,5
6013308001,LI - Not Losing Low Income Households,1
6013307102,LI - At Risk of Gentrification and/or Displacement,2
6013307201,LI - Not Losing Low Income Households,1
6013355107,MHI - Not Losing Low Income Households,5
6013307204,LI - Not Losing Low Income Households,1
6013302009,MHI - Not Losing Low Income Households,1
6013306003,LI - At Risk of Gentrification and/or Displacement,2
6013307101,LI - Not Losing Low Income Households,1
6001434000,LI - At Risk of Gentrification and/or Displacement,2
6001433700,LI - At Risk of Gentrification and/or Displacement,2
6001433800,LI - At Risk of Gentrification and/or Displacement,2
6001433900,LI - Not Losing Low Income Households,1
6081611400,MHI - At Risk of Exclusion,5
6081611500,MHI - At Risk of Exclusion,5
6013314104,LI - At Risk of Gentrification and/or Displacement,1
6013314103,LI - Not Losing Low Income Households,1
6013315000,LI - Not Losing Low Income Households,5
6013314200,LI - Not Losing Low Income Households,1
6081608800,MHI - Ongoing Exclusion,5
6081608900,LI - Not Losing Low Income Households,7
6081609000,LI - Not Losing Low Income Households,5
6081608600,LI - Ongoing Gentrification and/or Displacement,4
6081608700,MHI - At Risk of Exclusion,6
6041123000,MHI - At Risk of Exclusion,5
6095252105,MHI - Not Losing Low Income Households,5
6095252108,MHI - At Risk of Exclusion,5
6095252106,MHI - Ongoing Exclusion,5
6095252107,MHI - Not Losing Low Income Households,5
6095252102,LI - At Risk of Gentrification and/or Displacement,2
6095252000,LI - At Risk of Gentrification and/or Displacement,1
6095252104,MHI - Not Losing Low Income Households,5
6001421100,MHI - At Risk of Exclusion,5
6001422600,Data Unavailable or Unreliable,9
6001423200,Data Unavailable or Unreliable,3
6001421700,LI - Not Losing Low Income Households,6
6001423500,LI - At Risk of Gentrification and/or Displacement,4
6001423602,College Town,9
6001423700,LI - Not Losing Low Income Households,3
6001422800,Data Unavailable or Unreliable,9
6001421300,MHI - At Risk of Exclusion,6
6001421500,MHI - Advanced Exclusion,8
6001423800,MHI - At Risk of Exclusion,6
6001422100,LI - Ongoing Gentrification and/or Displacement,4
6001421800,MHI - At Risk of Exclusion,6
6001421400,MHI - At Risk of Exclusion,5
6001422300,LI - Not Losing Low Income Households,2
6001423902,MHI - Advanced Gentrification,2
6001423901,LI - Ongoing Gentrification and/or Displacement,2
6001421600,MHI - At Risk of Exclusion,5
6001422500,College Town,9
6001421900,MHI - Ongoing Exclusion,6
6001421200,MHI - Not Losing Low Income Households,6
6001422900,College Town,9
6001423100,LI - Ongoing Gentrification and/or Displacement,2
6001422200,LI - Ongoing Gentrification and/or Displacement,2
6001423000,LI - Ongoing Gentrification and/or Displacement,4
6001423300,LI - Ongoing Gentrification and/or Displacement,4
6001424002,LI - Ongoing Gentrification and/or Displacement,2
6001423400,LI - Ongoing Gentrification and/or Displacement,2
6001422000,LI - Ongoing Gentrification and/or Displacement,4
6001422400,LI - Not Losing Low Income Households,2
6001422700,College Town,9
6001424001,LI - Ongoing Gentrification and/or Displacement,4
6001423601,LI - Ongoing Gentrification and/or Displacement,2
6013301000,LI - Not Losing Low Income Households,1
6041101100,MHI - At Risk of Exclusion,7
6013355113,MHI - Not Losing Low Income Households,5
6013355112,MHI - Not Losing Low Income Households,8
6041132100,LI - Not Losing Low Income Households,1
6097150305,LI - Not Losing Low Income Households,1
6013303202,MHI - Not Losing Low Income Households,5
6013303102,MHI - Not Losing Low Income Households,4
6013303204,LI - Not Losing Low Income Households,1
6013304001,MHI - Not Losing Low Income Households,5
6013303205,Data Unavailable or Unreliable,5
6013303103,LI - Ongoing Gentrification and/or Displacement,1
6013303203,MHI - Not Losing Low Income Households,5
6081600100,LI - Ongoing Gentrification and/or Displacement,4
6081601200,LI - At Risk of Gentrification and/or Displacement,2
6085502001,LI - Ongoing Gentrification and/or Displacement,2
6081605500,LI - Not Losing Low Income Households,2
6081605200,MHI - Ongoing Exclusion,7
6081605300,MHI - Ongoing Exclusion,6
6081605000,MHI - At Risk of Exclusion,6
6081605100,LI - Not Losing Low Income Households,6
6081605400,Data Unavailable or Unreliable,2
6013304002,Data Unavailable or Unreliable,1
6055202000,LI - At Risk of Gentrification and/or Displacement,4
6085502800,MHI - Ongoing Exclusion,5
6085506503,LI - Ongoing Gentrification and/or Displacement,1
6085506502,MHI - Ongoing Exclusion,6
6085502603,LI - Not Losing Low Income Households,5
6085502604,LI - Not Losing Low Income Households,2
6085506702,LI - Not Losing Low Income Households,1
6085506606,LI - Not Losing Low Income Households,1
6085506701,MHI - Not Losing Low Income Households,5
6001430200,MHI - At Risk of Exclusion,5
6001431100,LI - At Risk of Gentrification and/or Displacement,1
6001430102,Data Unavailable or Unreliable,5
6001431200,LI - At Risk of Gentrification and/or Displacement,2
6001435103,MHI - Ongoing Exclusion,7
6001430500,LI - At Risk of Gentrification and/or Displacement,1
6001430300,MHI - At Risk of Exclusion,5
6001430700,MHI - Ongoing Exclusion,5
6001430400,MHI - Not Losing Low Income Households,8
6001430101,Data Unavailable or Unreliable,5
6001430800,LI - Not Losing Low Income Households,1
6001431000,LI - Ongoing Gentrification and/or Displacement,3
6001430600,MHI - Not Losing Low Income Households,5
6001430900,LI - At Risk of Gentrification and/or Displacement,2
6001435601,LI - At Risk of Gentrification and/or Displacement,2
6001435602,LI - At Risk of Gentrification and/or Displacement,3
6013355304,MHI - Not Losing Low Income Households,5
6013355306,MHI - Not Losing Low Income Households,5
6097154201,LI - Not Losing Low Income Households,1
6097154202,MHI - Ongoing Exclusion,5
6081601601,LI - Ongoing Gentrification and/or Displacement,4
6013336202,LI - Not Losing Low Income Households,1
6013336102,LI - Not Losing Low Income Households,3
6013337100,MHI - Not Losing Low Income Households,5
6013336101,LI - At Risk of Gentrification and/or Displacement,1
6013336201,LI - Ongoing Gentrification and/or Displacement,4
6013337300,MHI - Not Losing Low Income Households,5
6013334006,MHI - Not Losing Low Income Households,5
6013338101,LI - Not Losing Low Income Households,1
6013333200,MHI - Not Losing Low Income Households,1
6013334001,LI - Not Losing Low Income Households,1
6013329000,LI - Not Losing Low Income Households,2
6013355301,MHI - Not Losing Low Income Households,5
6013331000,LI - At Risk of Gentrification and/or Displacement,2
6013338102,MHI - Not Losing Low Income Households,7
6013332000,LI - Not Losing Low Income Households,1
6013334004,LI - At Risk of Gentrification and/or Displacement,1
6013330000,LI - Not Losing Low Income Households,6
6013333102,MHI - Not Losing Low Income Households,1
6013335000,LI - Not Losing Low Income Households,1
6013328000,LI - At Risk of Gentrification and/or Displacement,2
6013327000,LI - Not Losing Low Income Households,1
6013333101,LI - Not Losing Low Income Households,1
6013337200,LI - Not Losing Low Income Households,1
6013324001,LI - Not Losing Low Income Households,2
6013338203,MHI - Ongoing Exclusion,6
6041121200,MHI - At Risk of Exclusion,5
6041121100,MHI - Ongoing Exclusion,6
6097151204,LI - Not Losing Low Income Households,1
6097151203,MHI - Not Losing Low Income Households,2
6013357000,LI - Ongoing Gentrification and/or Displacement,7
6085508003,MHI - At Risk of Exclusion,1
6085508101,MHI - At Risk of Exclusion,5
6085507702,MHI - Not Losing Low Income Households,5
6085508004,MHI - Ongoing Exclusion,7
6085507805,MHI - At Risk of Exclusion,5
6085508001,MHI - At Risk of Exclusion,5
6085507806,MHI - Ongoing Exclusion,5
6085507703,MHI - Not Losing Low Income Households,5
6085507808,MHI - Not Losing Low Income Households,5
6085507807,MHI - Ongoing Exclusion,7
6085511707,Data Unavailable or Unreliable,5
6085507701,MHI - At Risk of Exclusion,5
6081601605,MHI - Not Losing Low Income Households,5
6081600401,LI - At Risk of Gentrification and/or Displacement,4
6081601400,LI - At Risk of Gentrification and/or Displacement,2
6081601300,LI - At Risk of Gentrification and/or Displacement,2
6081601000,MHI - Not Losing Low Income Households,5
6081601501,LI - Ongoing Gentrification and/or Displacement,2
6081600900,LI - Ongoing Gentrification and/or Displacement,2
6081600800,LI - Ongoing Gentrification and/or Displacement,2
6081600200,LI - At Risk of Gentrification and/or Displacement,2
6081601502,LI - At Risk of Gentrification and/or Displacement,2
6081600402,LI - At Risk of Gentrification and/or Displacement,1
6081600300,LI - Not Losing Low Income Households,1
6081600500,LI - Not Losing Low Income Households,2
6081601100,LI - Ongoing Gentrification and/or Displacement,5
6081601604,LI - Not Losing Low Income Households,1
6081600700,LI - At Risk of Gentrification and/or Displacement,2
6081600600,LI - At Risk of Gentrification and/or Displacement,4
6081601603,MHI - At Risk of Exclusion,5
6013345203,MHI - Not Losing Low Income Households,5
6013345105,MHI - At Risk of Exclusion,5
6013355114,MHI - Not Losing Low Income Households,5
6013346201,MHI - Not Losing Low Income Households,5
6013345114,Data Unavailable or Unreliable,5
6013346203,MHI - Not Losing Low Income Households,5
6013346204,MHI - Not Losing Low Income Households,5
6013345113,Data Unavailable or Unreliable,5
6013304003,LI - Not Losing Low Income Households,1
6013304004,MHI - Not Losing Low Income Households,5
6013304005,MHI - Not Losing Low Income Households,5
6095253402,LI - At Risk of Gentrification and/or Displacement,4
6095253403,MHI - Not Losing Low Income Households,5
6095253404,MHI - Not Losing Low Income Households,2
6001450750,MHI - Not Losing Low Income Households,5
6001450101,MHI - Advanced Gentrification,4
6001450751,MHI - Not Losing Low Income Households,5
6001450502,MHI - Advanced Exclusion,8
6001450400,MHI - At Risk of Exclusion,6
6001450300,MHI - At Risk of Exclusion,5
6001450501,MHI - At Risk of Exclusion,5
6001450102,MHI - Advanced Gentrification,4
6001450200,MHI - Ongoing Exclusion,7
6001450752,MHI - Not Losing Low Income Households,5
6085504201,MHI - Ongoing Exclusion,7
6081611900,LI - Ongoing Gentrification and/or Displacement,1
6081612100,LI - Ongoing Gentrification and/or Displacement,2
6081612000,LI - Ongoing Gentrification and/or Displacement,2
6081611800,LI - Not Losing Low Income Households,1
6013362000,LI - Not Losing Low Income Households,1
6013386000,LI - At Risk of Gentrification and/or Displacement,2
6013390100,MHI - Ongoing Exclusion,7
6013387000,LI - At Risk of Gentrification and/or Displacement,2
6013389100,MHI - Ongoing Exclusion,3
6013384000,MHI - At Risk of Exclusion,7
6013390200,MHI - Ongoing Exclusion,6
6013389200,LI - At Risk of Gentrification and/or Displacement,2
6013385100,MHI - Ongoing Exclusion,5
6013388000,MHI - Advanced Gentrification,6
6013385200,MHI - At Risk of Exclusion,5
6081613502,MHI - Not Losing Low Income Households,5
6013363000,LI - At Risk of Gentrification and/or Displacement,2
6013361000,LI - Not Losing Low Income Households,4
6097150304,MHI - Advanced Gentrification,2
6081609700,MHI - Not Losing Low Income Households,8
6001425104,LI - At Risk of Gentrification and/or Displacement,2
6001425101,MHI - Not Losing Low Income Households,5
6001425102,LI - At Risk of Gentrification and/or Displacement,4
6001425103,MHI - Advanced Gentrification,4
6041114200,LI - Not Losing Low Income Households,3
6041114100,MHI - Ongoing Exclusion,7
6095252402,LI - Not Losing Low Income Households,1
6095252305,MHI - Not Losing Low Income Households,5
6095252316,MHI - Not Losing Low Income Households,5
6095252314,MHI - Not Losing Low Income Households,5
6095252201,MHI - Not Losing Low Income Households,5
6095252501,LI - Not Losing Low Income Households,1
6095980000,Data Unavailable or Unreliable,5
6095252317,MHI - Not Losing Low Income Households,5
6095252306,MHI - Not Losing Low Income Households,5
6095252315,MHI - Not Losing Low Income Households,5
6095252605,LI - Not Losing Low Income Households,1
6095252611,LI - Not Losing Low Income Households,1
6095252608,LI - Ongoing Gentrification and/or Displacement,1
6095252313,MHI - Not Losing Low Income Households,5
6095252502,LI - Ongoing Gentrification and/or Displacement,2
6095252607,LI - Not Losing Low Income Households,2
6095252311,MHI - Not Losing Low Income Households,7
6095252312,LI - Not Losing Low Income Households,1
6095252401,LI - At Risk of Gentrification and/or Displacement,2
6095252202,MHI - Not Losing Low Income Households,5
6095252801,LI - Not Losing Low Income Households,1
6095252310,MHI - Not Losing Low Income Households,5
6095252610,MHI - Advanced Gentrification,5
6095252606,LI - Ongoing Gentrification and/or Displacement,3
6095252802,LI - Not Losing Low Income Households,1
6095252604,LI - Not Losing Low Income Households,1
6001435200,MHI - Ongoing Exclusion,5
6001436402,Data Unavailable or Unreliable,7
6097150306,LI - At Risk of Gentrification and/or Displacement,4
6097153705,LI - Not Losing Low Income Households,1
6081608002,MHI - Not Losing Low Income Households,5
6081608001,MHI - At Risk of Exclusion,5
6081608100,LI - Not Losing Low Income Households,5
6081608013,MHI - Not Losing Low Income Households,5
6081608200,MHI - Not Losing Low Income Households,5
6081608004,MHI - At Risk of Exclusion,5
6081608023,MHI - At Risk of Exclusion,5
6081608300,MHI - Ongoing Exclusion,5
6001441301,MHI - At Risk of Exclusion,7
6001443104,MHI - Not Losing Low Income Households,5
6001441925,MHI - At Risk of Exclusion,7
6001443002,MHI - Not Losing Low Income Households,5
6001442100,MHI - Advanced Exclusion,5
6001441523,MHI - Not Losing Low Income Households,5
6001443322,MHI - Ongoing Exclusion,7
6001441524,MHI - Not Losing Low Income Households,5
6001441923,LI - Ongoing Gentrification and/or Displacement,1
6001441924,MHI - At Risk of Exclusion,5
6001441200,MHI - At Risk of Exclusion,5
6001442000,MHI - Not Losing Low Income Households,5
6001441100,MHI - At Risk of Exclusion,5
6001441927,MHI - Advanced Gentrification,4
6001442602,LI - Not Losing Low Income Households,1
6001443301,MHI - Advanced Exclusion,8
6001442400,MHI - Not Losing Low Income Households,5
6001443105,MHI - Not Losing Low Income Households,8
6001442200,MHI - Ongoing Exclusion,5
6001443102,MHI - Not Losing Low Income Households,5
6001441700,MHI - At Risk of Exclusion,1
6001441601,MHI - Not Losing Low Income Households,5
6001441800,MHI - At Risk of Exclusion,5
6001442700,MHI - Not Losing Low Income Households,5
6001441521,MHI - Ongoing Exclusion,7
6001442301,MHI - At Risk of Exclusion,5
6001441401,MHI - Not Losing Low Income Households,5
6001441503,MHI - Advanced Exclusion,5
6001441522,MHI - Not Losing Low Income Households,5
6001442500,MHI - At Risk of Exclusion,5
6001442302,LI - At Risk of Gentrification and/or Displacement,1
6001442601,MHI - Ongoing Exclusion,5
6001441602,MHI - At Risk of Exclusion,5
6001443200,Data Unavailable or Unreliable,8
6001441402,MHI - Not Losing Low Income Households,5
6001441926,MHI - Advanced Gentrification,4
6001442800,MHI - At Risk of Exclusion,5
6001441921,MHI - Advanced Gentrification,7
6001443321,MHI - Not Losing Low Income Households,5
6001443001,MHI - Not Losing Low Income Households,5
6001443103,Data Unavailable or Unreliable,5
6001442900,MHI - Not Losing Low Income Households,5
6001441302,MHI - At Risk of Exclusion,5
6085512508,LI - At Risk of Gentrification and/or Displacement,2
6085512509,LI - Ongoing Gentrification and/or Displacement,1
6085512603,LI - At Risk of Gentrification and/or Displacement,1
6085512503,MHI - Not Losing Low Income Households,5
6085512506,LI - Not Losing Low Income Households,1
6085512505,LI - Not Losing Low Income Households,1
6085512510,MHI - Advanced Gentrification,5
6085512604,LI - At Risk of Gentrification and/or Displacement,2
6097153704,LI - Ongoing Gentrification and/or Displacement,1
6081613700,LI - Not Losing Low Income Households,1
6081613501,LI - Not Losing Low Income Households,5
6001437701,LI - Not Losing Low Income Households,1
6001437900,LI - At Risk of Gentrification and/or Displacement,1
6001438300,LI - Not Losing Low Income Households,5
6001435500,LI - At Risk of Gentrification and/or Displacement,2
6001436602,LI - Not Losing Low Income Households,1
6001438203,LI - Ongoing Gentrification and/or Displacement,7
6001437702,LI - Ongoing Gentrification and/or Displacement,1
6001438100,MHI - Not Losing Low Income Households,5
6001436401,MHI - At Risk of Exclusion,2
6001437300,LI - At Risk of Gentrification and/or Displacement,2
6001436800,LI - At Risk of Gentrification and/or Displacement,1
6001437101,MHI - Ongoing Exclusion,7
6001436601,LI - At Risk of Gentrification and/or Displacement,1
6001435104,LI - Not Losing Low Income Households,1
6001438000,LI - Not Losing Low Income Households,7
6001437400,LI - Not Losing Low Income Households,5
6001438400,MHI - Not Losing Low Income Households,7
6001438204,LI - Not Losing Low Income Households,1
6001437200,LI - Not Losing Low Income Households,1
6001437102,LI - Not Losing Low Income Households,1
6001435300,LI - At Risk of Gentrification and/or Displacement,1
6001437600,LI - At Risk of Gentrification and/or Displacement,1
6001437800,MHI - At Risk of Exclusion,5
6001436300,LI - At Risk of Gentrification and/or Displacement,2
6001436700,MHI - At Risk of Exclusion,1
6001436500,LI - At Risk of Gentrification and/or Displacement,1
6001438201,LI - Not Losing Low Income Households,1
6001435102,MHI - Not Losing Low Income Households,5
6001436900,LI - At Risk of Gentrification and/or Displacement,1
6001437500,LI - Not Losing Low Income Households,1
6001437000,LI - Not Losing Low Income Households,1
6001435400,LI - At Risk of Gentrification and/or Displacement,2
6097153902,LI - At Risk of Gentrification and/or Displacement,2
6097153901,MHI - Advanced Gentrification,2
6097153903,MHI - At Risk of Exclusion,2
6013359105,MHI - Advanced Gentrification,4
6013392300,MHI - Not Losing Low Income Households,5
6013359203,MHI - Not Losing Low Income Households,5
6013356002,MHI - Not Losing Low Income Households,5
6013359104,LI - Not Losing Low Income Households,1
6013359204,MHI - Not Losing Low Income Households,5
6081606900,MHI - Not Losing Low Income Households,5
6081606800,MHI - At Risk of Exclusion,5
6081605600,MHI - Advanced Exclusion,8
6081605700,MHI - Advanced Exclusion,8
6041132200,LI - Not Losing Low Income Households,1
6013392000,MHI - At Risk of Exclusion,5
6013391000,MHI - Ongoing Exclusion,7
6041119202,MHI - Ongoing Exclusion,5
6041119100,MHI - Ongoing Exclusion,5
6013351200,MHI - Not Losing Low Income Households,5
6013348000,MHI - At Risk of Exclusion,5
6013349000,MHI - At Risk of Exclusion,6
6013350000,MHI - Ongoing Exclusion,6
6013347000,MHI - At Risk of Exclusion,5
6041113000,LI - Not Losing Low Income Households,3
6097152701,LI - Not Losing Low Income Households,5
6097152702,MHI - Not Losing Low Income Households,1
6041120000,MHI - Ongoing Exclusion,7
6041119201,LI - Not Losing Low Income Households,1
6085511800,MHI - Not Losing Low Income Households,5
6001451202,MHI - Not Losing Low Income Households,5
6001451201,MHI - Not Losing Low Income Households,5
6001451501,MHI - At Risk of Exclusion,5
6001451602,LI - Not Losing Low Income Households,6
6001451101,MHI - Advanced Exclusion,5
6001451404,LI - Not Losing Low Income Households,2
6001451401,MHI - At Risk of Exclusion,5
6001451300,MHI - Ongoing Exclusion,5
6001451102,MHI - Not Losing Low Income Households,5
6001451503,LI - Not Losing Low Income Households,6
6001451505,MHI - At Risk of Exclusion,5
6001451504,MHI - At Risk of Exclusion,5
6001451701,MHI - Not Losing Low Income Households,5
6001451506,LI - Not Losing Low Income Households,5
6001451601,MHI - At Risk of Exclusion,6
6001451403,MHI - Not Losing Low Income Households,5
6001451704,MHI - Not Losing Low Income Households,5
6001451703,MHI - Ongoing Exclusion,7
6085510100,MHI - Not Losing Low Income Households,5
6085510300,MHI - Ongoing Exclusion,7
6085510001,MHI - Ongoing Exclusion,7
6085510400,MHI - Ongoing Exclusion,5
6085510500,MHI - At Risk of Exclusion,5
6085510002,MHI - Not Losing Low Income Households,7
6085510200,MHI - Ongoing Exclusion,5
6085511701,MHI - Advanced Exclusion,8
6085511704,MHI - Advanced Exclusion,5
6085507205,MHI - Not Losing Low Income Households,5
6085507203,MHI - At Risk of Exclusion,5
6085507001,MHI - Ongoing Exclusion,7
6085507100,LI - Not Losing Low Income Households,6
6085507002,MHI - Not Losing Low Income Households,8
6085506804,MHI - Ongoing Exclusion,7
6085506703,MHI - At Risk of Exclusion,6
6085506900,MHI - Not Losing Low Income Households,5
6085506801,MHI - At Risk of Exclusion,5
6085511702,MHI - Ongoing Exclusion,8
6041107000,MHI - Not Losing Low Income Households,5
6041129000,LI - Not Losing Low Income Households,1
6013316000,LI - Ongoing Gentrification and/or Displacement,2
6013317000,LI - Ongoing Gentrification and/or Displacement,3
6013321103,MHI - Not Losing Low Income Households,5
6013319000,LI - Not Losing Low Income Households,2
6013320004,MHI - Not Losing Low Income Households,7
6013320003,MHI - Ongoing Exclusion,7
6013321102,MHI - Not Losing Low Income Households,5
6013318000,LI - At Risk of Gentrification and/or Displacement,2
6013321101,MHI - At Risk of Exclusion,5
6081613000,MHI - Ongoing Exclusion,7
6081612700,MHI - At Risk of Exclusion,5
6081613900,MHI - At Risk of Exclusion,7
6081612800,MHI - Advanced Exclusion,8
6081611700,LI - Ongoing Gentrification and/or Displacement,2
6081611600,MHI - Ongoing Exclusion,5
6081612500,MHI - Ongoing Exclusion,6
6081612600,MHI - Ongoing Exclusion,7
6041126200,LI - Not Losing Low Income Households,1
6041126100,MHI - Ongoing Exclusion,7
6041127000,MHI - Not Losing Low Income Households,5
6081604400,LI - At Risk of Gentrification and/or Displacement,2
6081604600,MHI - Not Losing Low Income Households,1
6081604500,LI - Not Losing Low Income Households,2
6081604800,LI - Ongoing Gentrification and/or Displacement,6
6081604700,MHI - Not Losing Low Income Households,7
6081604900,MHI - At Risk of Exclusion,5
6085504504,MHI - Advanced Gentrification,4
6085504421,MHI - Not Losing Low Income Households,5
6085504418,LI - Not Losing Low Income Households,1
6085504423,MHI - Advanced Gentrification,1
6085504416,MHI - Not Losing Low Income Households,5
6085504412,LI - At Risk of Gentrification and/or Displacement,1
6085504507,LI - Not Losing Low Income Households,1
6085504415,MHI - Not Losing Low Income Households,5
6085504417,Data Unavailable or Unreliable,5
6085504413,LI - Not Losing Low Income Households,1
6085504414,MHI - Not Losing Low Income Households,5
6085504422,LI - Not Losing Low Income Households,1
6085504420,MHI - Not Losing Low Income Households,5
6085504505,MHI - At Risk of Exclusion,5
6085504506,LI - Ongoing Gentrification and/or Displacement,4
6097153703,LI - At Risk of Gentrification and/or Displacement,2
6085507206,MHI - At Risk of Exclusion,5
6013352201,MHI - Not Losing Low Income Households,7
6013352101,MHI - Not Losing Low Income Households,5
6013352202,MHI - Not Losing Low Income Households,5
6013352102,MHI - Ongoing Exclusion,8
6085512314,LI - At Risk of Gentrification and/or Displacement,1
6085512309,MHI - Not Losing Low Income Households,5
6085512307,LI - Ongoing Gentrification and/or Displacement,4
6085512308,MHI - Not Losing Low Income Households,5
6085512305,MHI - Advanced Gentrification,5
6085512310,LI - Ongoing Gentrification and/or Displacement,4
6085512311,LI - Ongoing Gentrification and/or Displacement,4
6085512312,MHI - Advanced Gentrification,4
6085512313,LI - At Risk of Gentrification and/or Displacement,1
6081613600,MHI - Not Losing Low Income Households,5
6085509802,MHI - Ongoing Exclusion,7
6085509105,Data Unavailable or Unreliable,2
6085509902,MHI - Ongoing Exclusion,5
6085509302,MHI - At Risk of Exclusion,2
6085509202,MHI - Advanced Gentrification,5
6085509500,LI - Ongoing Gentrification and/or Displacement,2
6085509303,LI - Ongoing Gentrification and/or Displacement,1
6085504601,LI - Not Losing Low Income Households,1
6085509108,LI - At Risk of Gentrification and/or Displacement,2
6085509201,LI - Ongoing Gentrification and/or Displacement,3
6085509801,MHI - Ongoing Exclusion,7
6085509600,MHI - Ongoing Exclusion,6
6085509901,MHI - At Risk of Exclusion,7
6085509109,MHI - Advanced Gentrification,4
6085509403,LI - Ongoing Gentrification and/or Displacement,1
6085509401,LI - Not Losing Low Income Households,1
6085509404,LI - Ongoing Gentrification and/or Displacement,4
6085509304,MHI - Advanced Gentrification,1
6085509700,MHI - At Risk of Exclusion,5
6055200504,MHI - Advanced Gentrification,1
6055200602,LI - Not Losing Low Income Households,1
6055200804,LI - At Risk of Gentrification and/or Displacement,2
6055200703,MHI - Not Losing Low Income Households,5
6055200704,LI - Not Losing Low Income Households,1
6055200501,LI - Ongoing Gentrification and/or Displacement,4
6055200601,MHI - Ongoing Exclusion,5
6055200203,LI - At Risk of Gentrification and/or Displacement,2
6055201101,MHI - Ongoing Exclusion,5
6055200706,MHI - Not Losing Low Income Households,5
6055200705,MHI - Ongoing Exclusion,1
6055200803,LI - Ongoing Gentrification and/or Displacement,1
6055200400,MHI - Ongoing Exclusion,5
6055201200,LI - Not Losing Low Income Households,1
6055200503,LI - Ongoing Gentrification and/or Displacement,2
6055200201,LI - Ongoing Gentrification and/or Displacement,2
6055200802,LI - Ongoing Gentrification and/or Displacement,7
6055200301,LI - At Risk of Gentrification and/or Displacement,2
6055200202,LI - At Risk of Gentrification and/or Displacement,2
6055200302,MHI - Advanced Gentrification,4
6055200505,LI - Not Losing Low Income Households,4
6055200707,MHI - Not Losing Low Income Households,5
6001444301,MHI - At Risk of Exclusion,5
6001444500,MHI - Advanced Gentrification,1
6001444602,MHI - Not Losing Low Income Households,5
6001444100,MHI - At Risk of Exclusion,5
6001444200,MHI - At Risk of Exclusion,5
6001444302,LI - Not Losing Low Income Households,1
6001444400,MHI - At Risk of Exclusion,5
6001444601,MHI - At Risk of Exclusion,5
6081610602,MHI - Advanced Gentrification,6
6081610500,LI - At Risk of Gentrification and/or Displacement,2
6081610601,LI - At Risk of Gentrification and/or Displacement,2
6013365002,LI - Ongoing Gentrification and/or Displacement,4
6041102202,LI - Not Losing Low Income Households,3
6041104200,LI - Not Losing Low Income Households,1
6041101200,LI - Not Losing Low Income Households,1
6041105000,LI - Ongoing Gentrification and/or Displacement,1
6041102203,LI - At Risk of Gentrification and/or Displacement,2
6041104102,LI - At Risk of Gentrification and/or Displacement,3
6041103100,MHI - Not Losing Low Income Households,5
6041104101,LI - Not Losing Low Income Households,5
6041102100,MHI - Not Losing Low Income Households,5
6041103200,LI - Not Losing Low Income Households,1
6001408900,LI - Ongoing Gentrification and/or Displacement,1
6001404501,MHI - At Risk of Exclusion,8
6001404900,MHI - At Risk of Exclusion,6
6001403702,LI - Ongoing Gentrification and/or Displacement,4
6001407000,LI - At Risk of Gentrification and/or Displacement,2
6001409600,LI - At Risk of Gentrification and/or Displacement,2
6001406300,LI - Ongoing Gentrification and/or Displacement,3
6001405000,MHI - Ongoing Exclusion,6
6001405500,LI - At Risk of Gentrification and/or Displacement,2
6001407600,LI - Ongoing Gentrification and/or Displacement,2
6001404502,MHI - At Risk of Exclusion,5
6001403800,MHI - At Risk of Exclusion,6
6001401100,LI - Ongoing Gentrification and/or Displacement,4
6001405401,LI - At Risk of Gentrification and/or Displacement,2
6001409900,MHI - Not Losing Low Income Households,5
6001405200,LI - At Risk of Gentrification and/or Displacement,2
6001405700,LI - At Risk of Gentrification and/or Displacement,4
6001406100,LI - Ongoing Gentrification and/or Displacement,4
6001405901,LI - At Risk of Gentrification and/or Displacement,2
6001407101,LI - At Risk of Gentrification and/or Displacement,2
6001408200,LI - At Risk of Gentrification and/or Displacement,4
6001406700,LI - Not Losing Low Income Households,6
6001406202,LI - Ongoing Gentrification and/or Displacement,2
6001983200,Data Unavailable or Unreliable,5
6001408500,LI - At Risk of Gentrification and/or Displacement,2
6001409400,LI - Ongoing Gentrification and/or Displacement,2
6001400300,LI - Not Losing Low Income Households,2
6001400400,MHI - Advanced Gentrification,6
6001401600,LI - Ongoing Gentrification and/or Displacement,2
