,Tract,Year,County,type,CRA Eligible,"% HI borrower, LI tract","# HI borrower, LI tract","% HI borrower, HI tract","# HI borrower, HI tract","% LI borrower, LI tract","# LI borrower, LI tract","%LI borrower, HI tract","# LI borrower, HI tract",Geoid,Total Loans,pct loans to MH borrowers in LMI tracts,Typology
665,5012.0,2016,Santa Clara County,low,eligible,0.8833333333333333,53,0.0,0,0.11666666666666667,7,0.0,0,6085501200,60,0.8833333333333333,LI - Ongoing Gentrification and/or Displacement
666,5014.01,2016,Santa Clara County,low,eligible,0.7560975609756098,31,0.0,0,0.24390243902439024,10,0.0,0,6085501401,41,0.7560975609756098,LI - At Risk of Gentrification and/or Displacement
667,5014.02,2016,Santa Clara County,mod,eligible,0.8648648648648649,32,0.0,0,0.13513513513513514,5,0.0,0,6085501402,37,0.8648648648648649,LI - At Risk of Gentrification and/or Displacement
668,5015.01,2016,Santa Clara County,low,eligible,0.7,14,0.0,0,0.3,6,0.0,0,6085501501,20,0.7,LI - At Risk of Gentrification and/or Displacement
669,5015.02,2016,Santa Clara County,low,eligible,0.9,36,0.0,0,0.1,4,0.0,0,6085501502,40,0.9,LI - Ongoing Gentrification and/or Displacement
670,5016.0,2016,Santa Clara County,low,eligible,0.9215686274509804,47,0.0,0,0.0784313725490196,4,0.0,0,6085501600,51,0.9215686274509803,LI - Ongoing Gentrification and/or Displacement
671,5017.0,2016,Santa Clara County,low,eligible,1.0,15,0.0,0,0.0,0,0.0,0,6085501700,15,1.0,LI - Ongoing Gentrification and/or Displacement
672,5019.0,2016,Santa Clara County,mod,eligible,0.9078947368421052,69,0.0,0,0.09210526315789473,7,0.0,0,6085501900,76,0.9078947368421053,LI - Ongoing Gentrification and/or Displacement
673,5020.01,2016,Santa Clara County,low,eligible,1.0,64,0.0,0,0.0,0,0.0,0,6085502001,64,1.0,LI - Ongoing Gentrification and/or Displacement
674,5020.02,2016,Santa Clara County,low,eligible,0.9056603773584906,48,0.0,0,0.09433962264150944,5,0.0,0,6085502002,53,0.9056603773584906,LI - At Risk of Gentrification and/or Displacement
675,5021.02,2016,Santa Clara County,low,eligible,0.9629629629629628,52,0.0,0,0.037037037037037035,2,0.0,0,6085502102,54,0.9629629629629629,LI - Ongoing Gentrification and/or Displacement
676,5022.01,2016,Santa Clara County,mod,eligible,0.8965517241379308,52,0.0,0,0.10344827586206896,6,0.0,0,6085502201,58,0.896551724137931,LI - At Risk of Gentrification and/or Displacement
677,5026.04,2016,Santa Clara County,mod,eligible,0.9111111111111112,41,0.0,0,0.08888888888888889,4,0.0,0,6085502604,45,0.9111111111111111,LI - Not Losing Low Income Households
678,5029.09,2016,Santa Clara County,mod,eligible,0.9473684210526316,72,0.0,0,0.05263157894736842,4,0.0,0,6085502909,76,0.9473684210526315,LI - Ongoing Gentrification and/or Displacement
679,5031.05,2016,Santa Clara County,low,eligible,0.8333333333333334,20,0.0,0,0.16666666666666666,4,0.0,0,6085503105,24,0.8333333333333334,LI - Not Losing Low Income Households
680,5031.08,2016,Santa Clara County,mod,eligible,0.9245283018867924,98,0.0,0,0.07547169811320754,8,0.0,0,6085503108,106,0.9245283018867925,LI - Ongoing Gentrification and/or Displacement
681,5031.1,2016,Santa Clara County,low,eligible,0.84375,27,0.0,0,0.15625,5,0.0,0,6085503110,32,0.84375,LI - Not Losing Low Income Households
682,5031.11,2016,Santa Clara County,mod,eligible,0.7333333333333333,33,0.0,0,0.26666666666666666,12,0.0,0,6085503110,45,0.7333333333333333,LI - Not Losing Low Income Households
683,5031.12,2016,Santa Clara County,low,eligible,0.7972972972972973,59,0.0,0,0.20270270270270271,15,0.0,0,6085503112,74,0.7972972972972973,LI - At Risk of Gentrification and/or Displacement
684,5031.13,2016,Santa Clara County,low,eligible,0.7070707070707071,70,0.0,0,0.2929292929292929,29,0.0,0,6085503113,99,0.7070707070707071,LI - At Risk of Gentrification and/or Displacement
685,5031.17,2016,Santa Clara County,low,eligible,0.88,22,0.0,0,0.12,3,0.0,0,6085503117,25,0.88,LI - Not Losing Low Income Households
686,5031.18,2016,Santa Clara County,mod,eligible,0.8135593220338984,48,0.0,0,0.1864406779661017,11,0.0,0,6085503118,59,0.8135593220338984,LI - Not Losing Low Income Households
687,5031.21,2016,Santa Clara County,mod,eligible,0.7413793103448276,43,0.0,0,0.25862068965517243,15,0.0,0,6085503121,58,0.7413793103448276,LI - At Risk of Gentrification and/or Displacement
688,5031.22,2016,Santa Clara County,mod,eligible,0.5957446808510638,28,0.0,0,0.40425531914893614,19,0.0,0,6085503122,47,0.5957446808510638,LI - Not Losing Low Income Households
689,5031.23,2016,Santa Clara County,low,eligible,0.6938775510204082,34,0.0,0,0.30612244897959184,15,0.0,0,6085503122,49,0.6938775510204082,LI - Not Losing Low Income Households
690,5032.04,2016,Santa Clara County,mod,eligible,0.7196261682242991,77,0.0,0,0.2803738317757009,30,0.0,0,6085503204,107,0.719626168224299,LI - Not Losing Low Income Households
691,5032.08,2016,Santa Clara County,mod,eligible,0.7777777777777778,35,0.0,0,0.2222222222222222,10,0.0,0,6085503208,45,0.7777777777777778,LI - Not Losing Low Income Households
692,5032.12,2016,Santa Clara County,mod,eligible,0.8717948717948718,34,0.0,0,0.1282051282051282,5,0.0,0,6085503212,39,0.8717948717948718,LI - Not Losing Low Income Households
693,5032.13,2016,Santa Clara County,low,eligible,0.39130434782608703,27,0.0,0,0.6086956521739131,42,0.0,0,6085503213,69,0.391304347826087,Data Unavailable or Unreliable
694,5032.14,2016,Santa Clara County,mod,eligible,0.32142857142857145,54,0.0,0,0.6785714285714286,114,0.0,0,6085503214,168,0.32142857142857145,Data Unavailable or Unreliable
695,5032.17,2016,Santa Clara County,mod,eligible,0.7073170731707317,58,0.0,0,0.2926829268292683,24,0.0,0,6085503217,82,0.7073170731707317,LI - Not Losing Low Income Households
696,5032.18,2016,Santa Clara County,low,eligible,0.7916666666666666,19,0.0,0,0.20833333333333331,5,0.0,0,6085503218,24,0.7916666666666666,LI - At Risk of Gentrification and/or Displacement
697,5033.04,2016,Santa Clara County,low,eligible,0.6266666666666667,47,0.0,0,0.37333333333333335,28,0.0,0,6085503304,75,0.6266666666666667,LI - Not Losing Low Income Households
698,5033.05,2016,Santa Clara County,low,eligible,0.671875,43,0.0,0,0.328125,21,0.0,0,6085503305,64,0.671875,LI - Ongoing Gentrification and/or Displacement
699,5033.06,2016,Santa Clara County,mod,eligible,0.8518518518518519,23,0.0,0,0.14814814814814814,4,0.0,0,6085503306,27,0.8518518518518519,LI - Not Losing Low Income Households
700,5033.15,2016,Santa Clara County,mod,eligible,0.796875,51,0.0,0,0.203125,13,0.0,0,6085503314,64,0.796875,
701,5033.37,2016,Santa Clara County,mod,eligible,0.625,25,0.0,0,0.375,15,0.0,0,6085503337,40,0.625,LI - Not Losing Low Income Households
702,5034.01,2016,Santa Clara County,mod,eligible,0.74,37,0.0,0,0.26,13,0.0,0,6085503401,50,0.74,LI - Ongoing Gentrification and/or Displacement
703,5034.02,2016,Santa Clara County,low,eligible,0.7428571428571429,26,0.0,0,0.2571428571428571,9,0.0,0,6085503402,35,0.7428571428571429,LI - Ongoing Gentrification and/or Displacement
704,5035.04,2016,Santa Clara County,mod,eligible,0.7446808510638298,35,0.0,0,0.2553191489361702,12,0.0,0,6085503504,47,0.7446808510638298,LI - At Risk of Gentrification and/or Displacement
705,5035.06,2016,Santa Clara County,mod,eligible,0.8717948717948718,34,0.0,0,0.1282051282051282,5,0.0,0,6085503506,39,0.8717948717948718,LI - Not Losing Low Income Households
706,5035.07,2016,Santa Clara County,mod,eligible,0.8421052631578947,16,0.0,0,0.15789473684210525,3,0.0,0,6085503507,19,0.8421052631578947,LI - Ongoing Gentrification and/or Displacement
707,5035.08,2016,Santa Clara County,mod,eligible,0.8113207547169812,43,0.0,0,0.18867924528301888,10,0.0,0,6085503508,53,0.8113207547169812,LI - Not Losing Low Income Households
708,5035.09,2016,Santa Clara County,mod,eligible,0.7021276595744681,33,0.0,0,0.2978723404255319,14,0.0,0,6085503509,47,0.7021276595744681,LI - Ongoing Gentrification and/or Displacement
709,5035.1,2016,Santa Clara County,low,eligible,0.7183098591549296,51,0.0,0,0.28169014084507044,20,0.0,0,6085503510,71,0.7183098591549296,LI - At Risk of Gentrification and/or Displacement
710,5035.11,2016,Santa Clara County,mod,eligible,0.6818181818181818,15,0.0,0,0.3181818181818182,7,0.0,0,6085503510,22,0.6818181818181818,LI - At Risk of Gentrification and/or Displacement
711,5036.01,2016,Santa Clara County,low,eligible,1.0,14,0.0,0,0.0,0,0.0,0,6085503601,14,1.0,LI - At Risk of Gentrification and/or Displacement
712,5036.02,2016,Santa Clara County,low,eligible,0.7037037037037037,38,0.0,0,0.2962962962962963,16,0.0,0,6085503602,54,0.7037037037037037,LI - Ongoing Gentrification and/or Displacement
713,5037.03,2016,Santa Clara County,low,eligible,0.7916666666666666,19,0.0,0,0.20833333333333331,5,0.0,0,6085503703,24,0.7916666666666666,LI - Ongoing Gentrification and/or Displacement
714,5037.07,2016,Santa Clara County,mod,eligible,0.7460317460317459,47,0.0,0,0.25396825396825395,16,0.0,0,6085503707,63,0.746031746031746,LI - Ongoing Gentrification and/or Displacement
715,5037.08,2016,Santa Clara County,mod,eligible,0.7916666666666666,19,0.0,0,0.20833333333333331,5,0.0,0,6085503708,24,0.7916666666666666,LI - Ongoing Gentrification and/or Displacement
716,5037.09,2016,Santa Clara County,low,eligible,0.9420289855072465,130,0.0,0,0.05797101449275361,8,0.0,0,6085503709,138,0.9420289855072463,LI - Not Losing Low Income Households
717,5037.1,2016,Santa Clara County,low,eligible,0.84,21,0.0,0,0.16,4,0.0,0,6085503710,25,0.84,LI - Ongoing Gentrification and/or Displacement
718,5037.11,2016,Santa Clara County,low,eligible,0.7037037037037037,19,0.0,0,0.2962962962962963,8,0.0,0,6085503710,27,0.7037037037037037,LI - Ongoing Gentrification and/or Displacement
719,5037.12,2016,Santa Clara County,mod,eligible,0.6666666666666666,26,0.0,0,0.3333333333333333,13,0.0,0,6085503712,39,0.6666666666666666,LI - At Risk of Gentrification and/or Displacement
720,5037.13,2016,Santa Clara County,low,eligible,0.5869565217391305,27,0.0,0,0.4130434782608696,19,0.0,0,6085503713,46,0.5869565217391305,LI - Not Losing Low Income Households
721,5038.02,2016,Santa Clara County,mod,eligible,0.8620689655172413,50,0.0,0,0.13793103448275862,8,0.0,0,6085503802,58,0.8620689655172413,LI - Not Losing Low Income Households
722,5038.04,2016,Santa Clara County,mod,eligible,0.7837837837837838,58,0.0,0,0.21621621621621626,16,0.0,0,6085503804,74,0.7837837837837838,LI - At Risk of Gentrification and/or Displacement
723,5039.02,2016,Santa Clara County,mod,eligible,0.9411764705882352,48,0.0,0,0.05882352941176471,3,0.0,0,6085503902,51,0.9411764705882353,LI - At Risk of Gentrification and/or Displacement
724,5039.03,2016,Santa Clara County,low,eligible,0.7777777777777778,21,0.0,0,0.2222222222222222,6,0.0,0,6085503903,27,0.7777777777777778,LI - At Risk of Gentrification and/or Displacement
725,5040.01,2016,Santa Clara County,mod,eligible,0.75,27,0.0,0,0.25,9,0.0,0,6085504001,36,0.75,LI - At Risk of Gentrification and/or Displacement
726,5040.02,2016,Santa Clara County,low,eligible,0.7959183673469388,39,0.0,0,0.20408163265306126,10,0.0,0,6085504002,49,0.7959183673469388,LI - Ongoing Gentrification and/or Displacement
727,5041.01,2016,Santa Clara County,mod,eligible,0.9117647058823528,62,0.0,0,0.08823529411764706,6,0.0,0,6085504101,68,0.9117647058823529,LI - At Risk of Gentrification and/or Displacement
728,5041.02,2016,Santa Clara County,mod,eligible,0.7014925373134329,47,0.0,0,0.29850746268656714,20,0.0,0,6085504102,67,0.7014925373134329,LI - At Risk of Gentrification and/or Displacement
729,5043.15,2016,Santa Clara County,mod,eligible,0.9230769230769232,84,0.0,0,0.07692307692307693,7,0.0,0,6085504314,91,0.9230769230769231,LI - Not Losing Low Income Households
730,5043.18,2016,Santa Clara County,mod,eligible,0.8375,201,0.0,0,0.1625,39,0.0,0,6085504318,240,0.8375,LI - At Risk of Gentrification and/or Displacement
731,5043.23,2016,Santa Clara County,mod,eligible,0.96875,62,0.0,0,0.03125,2,0.0,0,6085504322,64,0.96875,MHI - At Risk of Exclusion
732,5044.1,2016,Santa Clara County,mod,eligible,0.9189189189189191,34,0.0,0,0.08108108108108109,3,0.0,0,6085504410,37,0.918918918918919,LI - At Risk of Gentrification and/or Displacement
733,5044.12,2016,Santa Clara County,mod,eligible,0.9272727272727272,51,0.0,0,0.07272727272727272,4,0.0,0,6085504412,55,0.9272727272727272,LI - At Risk of Gentrification and/or Displacement
734,5044.18,2016,Santa Clara County,mod,eligible,0.9285714285714286,52,0.0,0,0.07142857142857142,4,0.0,0,6085504418,56,0.9285714285714286,LI - Not Losing Low Income Households
735,5045.05,2016,Santa Clara County,mod,eligible,0.9850374064837906,395,0.0,0,0.014962593516209474,6,0.0,0,6085504505,401,0.9850374064837906,MHI - At Risk of Exclusion
736,5046.01,2016,Santa Clara County,mod,eligible,1.0,11,0.0,0,0.0,0,0.0,0,6085504601,11,1.0,LI - Not Losing Low Income Households
737,5046.02,2016,Santa Clara County,mod,eligible,0.8148148148148148,22,0.0,0,0.1851851851851852,5,0.0,0,6085504602,27,0.8148148148148148,LI - Ongoing Gentrification and/or Displacement
738,5050.09,2016,Santa Clara County,mod,eligible,0.5949367088607594,47,0.0,0,0.4050632911392405,32,0.0,0,6085505009,79,0.5949367088607594,LI - At Risk of Gentrification and/or Displacement
739,5051.0,2016,Santa Clara County,mod,eligible,0.7936507936507936,50,0.0,0,0.20634920634920634,13,0.0,0,6085505100,63,0.7936507936507936,LI - Ongoing Gentrification and/or Displacement
740,5052.02,2016,Santa Clara County,mod,eligible,0.8923076923076924,58,0.0,0,0.1076923076923077,7,0.0,0,6085505202,65,0.8923076923076924,LI - Ongoing Gentrification and/or Displacement
741,5053.03,2016,Santa Clara County,mod,eligible,0.9154929577464788,65,0.0,0,0.08450704225352113,6,0.0,0,6085505303,71,0.9154929577464789,LI - Ongoing Gentrification and/or Displacement
742,5062.04,2016,Santa Clara County,mod,eligible,1.0,64,0.0,0,0.0,0,0.0,0,6085506204,64,1.0,LI - Not Losing Low Income Households
743,5063.01,2016,Santa Clara County,mod,eligible,0.951219512195122,39,0.0,0,0.04878048780487805,2,0.0,0,6085506301,41,0.9512195121951219,LI - At Risk of Gentrification and/or Displacement
744,5063.04,2016,Santa Clara County,mod,eligible,1.0,44,0.0,0,0.0,0,0.0,0,6085506304,44,1.0,LI - Ongoing Gentrification and/or Displacement
745,5063.05,2016,Santa Clara County,mod,eligible,1.0,40,0.0,0,0.0,0,0.0,0,6085506305,40,1.0,LI - Not Losing Low Income Households
746,5064.01,2016,Santa Clara County,mod,eligible,0.9264705882352942,63,0.0,0,0.07352941176470587,5,0.0,0,6085506401,68,0.9264705882352942,LI - Ongoing Gentrification and/or Displacement
747,5064.02,2016,Santa Clara County,mod,eligible,0.9777777777777776,44,0.0,0,0.022222222222222227,1,0.0,0,6085506402,45,0.9777777777777777,LI - Not Losing Low Income Households
748,5065.01,2016,Santa Clara County,mod,eligible,0.9482758620689656,55,0.0,0,0.05172413793103448,3,0.0,0,6085506501,58,0.9482758620689655,LI - Not Losing Low Income Households
749,5065.03,2016,Santa Clara County,mod,eligible,0.9848484848484848,65,0.0,0,0.015151515151515154,1,0.0,0,6085506503,66,0.9848484848484849,LI - Ongoing Gentrification and/or Displacement
750,5083.04,2016,Santa Clara County,mod,eligible,1.0,47,0.0,0,0.0,0,0.0,0,6085508304,47,1.0,LI - Ongoing Gentrification and/or Displacement
751,5088.0,2016,Santa Clara County,mod,eligible,1.0,37,0.0,0,0.0,0,0.0,0,6085508800,37,1.0,MHI - Advanced Gentrification
752,5090.0,2016,Santa Clara County,mod,eligible,0.9036144578313252,75,0.0,0,0.0963855421686747,8,0.0,0,6085509000,83,0.9036144578313253,LI - At Risk of Gentrification and/or Displacement
753,5092.01,2016,Santa Clara County,mod,eligible,0.9402985074626866,63,0.0,0,0.059701492537313425,4,0.0,0,6085509201,67,0.9402985074626866,LI - Ongoing Gentrification and/or Displacement
754,5093.03,2016,Santa Clara County,mod,eligible,1.0,58,0.0,0,0.0,0,0.0,0,6085509303,58,1.0,LI - Ongoing Gentrification and/or Displacement
755,5093.04,2016,Santa Clara County,mod,eligible,1.0,93,0.0,0,0.0,0,0.0,0,6085509304,93,1.0,MHI - Advanced Gentrification
756,5094.03,2016,Santa Clara County,mod,eligible,0.875,21,0.0,0,0.125,3,0.0,0,6085509403,24,0.875,LI - Ongoing Gentrification and/or Displacement
757,5095.0,2016,Santa Clara County,mod,eligible,1.0,36,0.0,0,0.0,0,0.0,0,6085509500,36,1.0,LI - Ongoing Gentrification and/or Displacement
758,5119.15,2016,Santa Clara County,low,eligible,1.0,22,0.0,0,0.0,0,0.0,0,6085511914,22,1.0,MHI - Not Losing Low Income Households
759,5120.17,2016,Santa Clara County,mod,eligible,0.9207920792079208,93,0.0,0,0.07920792079207921,8,0.0,0,6085512017,101,0.9207920792079208,LI - Not Losing Low Income Households
760,5120.2,2016,Santa Clara County,mod,eligible,0.935483870967742,29,0.0,0,0.06451612903225806,2,0.0,0,6085512020,31,0.9354838709677419,LI - At Risk of Gentrification and/or Displacement
761,5120.22,2016,Santa Clara County,mod,eligible,0.5569620253164557,44,0.0,0,0.4430379746835443,35,0.0,0,6085512022,79,0.5569620253164557,LI - Not Losing Low Income Households
762,5120.23,2016,Santa Clara County,mod,eligible,0.7444444444444445,134,0.0,0,0.25555555555555554,46,0.0,0,6085512022,180,0.7444444444444445,LI - Not Losing Low Income Households
763,5120.24,2016,Santa Clara County,mod,eligible,0.9494949494949496,94,0.0,0,0.0505050505050505,5,0.0,0,6085512024,99,0.9494949494949495,LI - Not Losing Low Income Households
764,5120.27,2016,Santa Clara County,mod,eligible,0.9298245614035088,53,0.0,0,0.07017543859649122,4,0.0,0,6085512027,57,0.9298245614035088,LI - At Risk of Gentrification and/or Displacement
765,5120.43,2016,Santa Clara County,low,eligible,0.6545454545454545,36,0.0,0,0.34545454545454546,19,0.0,0,6085512043,55,0.6545454545454545,LI - Not Losing Low Income Households
766,5120.53,2016,Santa Clara County,mod,eligible,0.7435897435897436,58,0.0,0,0.2564102564102564,20,0.0,0,6085512053,78,0.7435897435897436,LI - Not Losing Low Income Households
767,5123.1,2016,Santa Clara County,mod,eligible,0.8360655737704918,51,0.0,0,0.16393442622950818,10,0.0,0,6085512310,61,0.8360655737704918,LI - Ongoing Gentrification and/or Displacement
768,5123.14,2016,Santa Clara County,mod,eligible,0.9007092198581559,127,0.0,0,0.09929078014184398,14,0.0,0,6085512314,141,0.900709219858156,LI - At Risk of Gentrification and/or Displacement
769,5125.05,2016,Santa Clara County,mod,eligible,0.8604651162790697,74,0.0,0,0.13953488372093026,12,0.0,0,6085512505,86,0.8604651162790697,LI - Not Losing Low Income Households
770,5125.06,2016,Santa Clara County,mod,eligible,0.9243697478991596,110,0.0,0,0.07563025210084033,9,0.0,0,6085512506,119,0.9243697478991597,LI - Not Losing Low Income Households
771,5125.08,2016,Santa Clara County,mod,eligible,0.8862275449101796,148,0.0,0,0.11377245508982035,19,0.0,0,6085512508,167,0.8862275449101796,LI - At Risk of Gentrification and/or Displacement
772,5126.02,2016,Santa Clara County,mod,eligible,0.9444444444444444,17,0.0,0,0.05555555555555555,1,0.0,0,6085512602,18,0.9444444444444444,LI - At Risk of Gentrification and/or Displacement
773,5126.03,2016,Santa Clara County,low,eligible,0.8333333333333334,25,0.0,0,0.16666666666666666,5,0.0,0,6085512603,30,0.8333333333333334,LI - At Risk of Gentrification and/or Displacement
774,5126.04,2016,Santa Clara County,low,eligible,0.8166666666666667,49,0.0,0,0.18333333333333326,11,0.0,0,6085512604,60,0.8166666666666667,LI - At Risk of Gentrification and/or Displacement
775,5130.0,2016,Santa Clara County,mod,eligible,1.0,1,0.0,0,0.0,0,0.0,0,6085513000,1,1.0,College Town
776,3010.0,2017,Contra Costa County,mod,eligible,0.7371794871794872,115,0.0,0,0.26282051282051283,41,0.0,0,6013301000,156,0.7371794871794872,LI - Not Losing Low Income Households
777,3020.05,2017,Contra Costa County,mod,eligible,0.7214285714285714,101,0.0,0,0.2785714285714286,39,0.0,0,6013302005,140,0.7214285714285714,LI - Not Losing Low Income Households
778,3020.07,2017,Contra Costa County,mod,eligible,0.7989690721649485,155,0.0,0,0.20103092783505155,39,0.0,0,6013302007,194,0.7989690721649485,LI - Not Losing Low Income Households
779,3032.04,2017,Contra Costa County,mod,eligible,0.8305084745762712,98,0.0,0,0.1694915254237288,20,0.0,0,6013303204,118,0.8305084745762712,LI - Not Losing Low Income Households
780,3040.02,2017,Contra Costa County,mod,eligible,0.6363636363636364,7,0.0,0,0.3636363636363637,4,0.0,0,6013304002,11,0.6363636363636364,Data Unavailable or Unreliable
781,3040.03,2017,Contra Costa County,mod,eligible,0.9047619047619048,114,0.0,0,0.09523809523809523,12,0.0,0,6013304003,126,0.9047619047619048,LI - Not Losing Low Income Households
782,3050.0,2017,Contra Costa County,low,eligible,0.7037037037037037,76,0.0,0,0.2962962962962963,32,0.0,0,6013305000,108,0.7037037037037037,LI - Ongoing Gentrification and/or Displacement
783,3060.02,2017,Contra Costa County,mod,eligible,0.785234899328859,117,0.0,0,0.21476510067114093,32,0.0,0,6013306002,149,0.785234899328859,LI - Not Losing Low Income Households
784,3060.03,2017,Contra Costa County,mod,eligible,0.5524475524475524,79,0.0,0,0.4475524475524476,64,0.0,0,6013306003,143,0.5524475524475524,LI - At Risk of Gentrification and/or Displacement
785,3060.04,2017,Contra Costa County,mod,eligible,0.5578947368421052,53,0.0,0,0.4421052631578947,42,0.0,0,6013306004,95,0.5578947368421052,LI - Ongoing Gentrification and/or Displacement
786,3071.01,2017,Contra Costa County,mod,eligible,0.75,75,0.0,0,0.25,25,0.0,0,6013307101,100,0.75,LI - Not Losing Low Income Households
787,3071.02,2017,Contra Costa County,low,eligible,0.5210084033613446,62,0.0,0,0.4789915966386555,57,0.0,0,6013307102,119,0.5210084033613446,LI - At Risk of Gentrification and/or Displacement
788,3072.01,2017,Contra Costa County,low,eligible,0.627906976744186,27,0.0,0,0.372093023255814,16,0.0,0,6013307201,43,0.627906976744186,LI - Not Losing Low Income Households
789,3072.02,2017,Contra Costa County,low,eligible,0.35185185185185186,19,0.0,0,0.6481481481481481,35,0.0,0,6013307202,54,0.35185185185185186,LI - Not Losing Low Income Households
790,3072.04,2017,Contra Costa County,mod,eligible,0.6793893129770993,89,0.0,0,0.32061068702290074,42,0.0,0,6013307204,131,0.6793893129770993,LI - Not Losing Low Income Households
791,3072.05,2017,Contra Costa County,mod,eligible,0.6058394160583942,83,0.0,0,0.39416058394160586,54,0.0,0,6013307205,137,0.6058394160583942,LI - Not Losing Low Income Households
792,3080.01,2017,Contra Costa County,mod,eligible,0.6949152542372882,164,0.0,0,0.3050847457627119,72,0.0,0,6013308001,236,0.6949152542372882,LI - Not Losing Low Income Households
793,3090.0,2017,Contra Costa County,mod,eligible,0.8545454545454545,94,0.0,0,0.14545454545454545,16,0.0,0,6013309000,110,0.8545454545454545,LI - Ongoing Gentrification and/or Displacement
794,3100.0,2017,Contra Costa County,mod,eligible,0.646551724137931,75,0.0,0,0.3534482758620689,41,0.0,0,6013310000,116,0.646551724137931,LI - At Risk of Gentrification and/or Displacement
795,3110.0,2017,Contra Costa County,mod,eligible,0.6260869565217392,72,0.0,0,0.3739130434782609,43,0.0,0,6013311000,115,0.6260869565217392,LI - At Risk of Gentrification and/or Displacement
796,3120.0,2017,Contra Costa County,low,eligible,0.6923076923076923,63,0.0,0,0.3076923076923077,28,0.0,0,6013312000,91,0.6923076923076923,Data Unavailable or Unreliable
797,3131.01,2017,Contra Costa County,mod,eligible,0.5793650793650794,73,0.0,0,0.42063492063492064,53,0.0,0,6013313101,126,0.5793650793650794,LI - At Risk of Gentrification and/or Displacement
798,3131.02,2017,Contra Costa County,mod,eligible,0.6790123456790124,55,0.0,0,0.32098765432098764,26,0.0,0,6013313102,81,0.6790123456790124,LI - Not Losing Low Income Households
799,3132.03,2017,Contra Costa County,mod,eligible,0.7272727272727273,32,0.0,0,0.2727272727272727,12,0.0,0,6013313203,44,0.7272727272727273,LI - At Risk of Gentrification and/or Displacement
800,3132.06,2017,Contra Costa County,mod,eligible,0.625,60,0.0,0,0.375,36,0.0,0,6013313206,96,0.625,LI - Not Losing Low Income Households
801,3141.02,2017,Contra Costa County,mod,eligible,0.5492957746478874,39,0.0,0,0.4507042253521127,32,0.0,0,6013314102,71,0.5492957746478874,LI - Not Losing Low Income Households
802,3141.03,2017,Contra Costa County,low,eligible,0.6197183098591549,44,0.0,0,0.38028169014084506,27,0.0,0,6013314103,71,0.6197183098591549,LI - Not Losing Low Income Households
803,3141.04,2017,Contra Costa County,low,eligible,0.4090909090909091,45,0.0,0,0.5909090909090909,65,0.0,0,6013314104,110,0.4090909090909091,LI - At Risk of Gentrification and/or Displacement
804,3142.0,2017,Contra Costa County,mod,eligible,0.4726027397260274,69,0.0,0,0.5273972602739726,77,0.0,0,6013314200,146,0.4726027397260274,LI - Not Losing Low Income Households
805,3160.0,2017,Contra Costa County,mod,eligible,0.8333333333333334,10,0.0,0,0.16666666666666666,2,0.0,0,6013316000,12,0.8333333333333334,LI - Ongoing Gentrification and/or Displacement
806,3170.0,2017,Contra Costa County,mod,eligible,0.9090909090909092,60,0.0,0,0.09090909090909093,6,0.0,0,6013317000,66,0.9090909090909091,LI - Ongoing Gentrification and/or Displacement
807,3200.01,2017,Contra Costa County,mod,eligible,0.8095238095238095,51,0.0,0,0.19047619047619047,12,0.0,0,6013320001,63,0.8095238095238095,LI - Not Losing Low Income Households
808,3212.0,2017,Contra Costa County,mod,eligible,0.8301886792452831,88,0.0,0,0.16981132075471694,18,0.0,0,6013321200,106,0.8301886792452831,LI - Not Losing Low Income Households
809,3270.0,2017,Contra Costa County,mod,eligible,0.6180904522613065,123,0.0,0,0.3819095477386935,76,0.0,0,6013327000,199,0.6180904522613065,LI - Not Losing Low Income Households
810,3280.0,2017,Contra Costa County,low,eligible,0.6666666666666666,10,0.0,0,0.3333333333333333,5,0.0,0,6013328000,15,0.6666666666666666,LI - At Risk of Gentrification and/or Displacement
811,3300.0,2017,Contra Costa County,mod,eligible,0.924812030075188,123,0.0,0,0.07518796992481203,10,0.0,0,6013330000,133,0.924812030075188,LI - Not Losing Low Income Households
812,3361.01,2017,Contra Costa County,low,eligible,0.7352941176470589,25,0.0,0,0.2647058823529412,9,0.0,0,6013336101,34,0.7352941176470589,LI - At Risk of Gentrification and/or Displacement
813,3361.02,2017,Contra Costa County,low,eligible,0.5466666666666666,41,0.0,0,0.4533333333333333,34,0.0,0,6013336102,75,0.5466666666666666,LI - Not Losing Low Income Households
814,3362.01,2017,Contra Costa County,mod,eligible,0.8620689655172413,50,0.0,0,0.13793103448275862,8,0.0,0,6013336201,58,0.8620689655172413,LI - Ongoing Gentrification and/or Displacement
815,3362.02,2017,Contra Costa County,low,eligible,0.6666666666666666,16,0.0,0,0.3333333333333333,8,0.0,0,6013336202,24,0.6666666666666666,LI - Not Losing Low Income Households
816,3372.0,2017,Contra Costa County,mod,eligible,0.7597765363128491,136,0.0,0,0.24022346368715086,43,0.0,0,6013337200,179,0.7597765363128491,LI - Not Losing Low Income Households
817,3381.01,2017,Contra Costa County,mod,eligible,0.7096774193548387,44,0.0,0,0.2903225806451613,18,0.0,0,6013338101,62,0.7096774193548387,LI - Not Losing Low Income Households
818,3511.01,2017,Contra Costa County,mod,eligible,0.8352941176470589,71,0.0,0,0.16470588235294115,14,0.0,0,6013351101,85,0.8352941176470589,LI - Not Losing Low Income Households
