GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
1400000US06029003103,06029003103,"Census Tract 31.03, Kern County, California",3411,424,2327,430,15,24,22,21,0,132,0,132,962,353,85,84,20,32,65,80
1400000US06029003112,06029003112,"Census Tract 31.12, Kern County, California",5156,407,2457,437,619,271,7,12,341,120,0,132,1529,374,203,108,105,82,98,91
1400000US06029003113,06029003113,"Census Tract 31.13, Kern County, California",4465,378,2278,494,269,152,210,181,291,151,0,132,1045,477,372,213,12,18,360,206
1400000US06029003114,06029003114,"Census Tract 31.14, Kern County, California",7849,571,4331,750,804,528,0,132,335,279,0,132,2040,662,339,173,135,122,204,145
1400000US06029003115,06029003115,"Census Tract 31.15, Kern County, California",5364,448,2372,401,535,211,72,103,388,104,0,132,1670,473,327,226,157,132,170,128
1400000US06029003121,06029003121,"Census Tract 31.21, Kern County, California",8279,966,4413,1028,874,408,207,178,66,61,0,132,2439,713,280,196,23,33,257,193
1400000US06029003122,06029003122,"Census Tract 31.22, Kern County, California",7976,529,4101,806,862,327,16,37,156,110,0,132,2476,759,365,304,257,277,108,111
1400000US06029003123,06029003123,"Census Tract 31.23, Kern County, California",9261,631,5557,567,854,362,46,37,902,241,135,159,1217,387,550,292,132,117,418,249
1400000US06029003124,06029003124,"Census Tract 31.24, Kern County, California",5444,363,3162,426,542,208,66,63,455,135,0,132,1115,384,104,72,60,56,44,41
1400000US06029003201,06029003201,"Census Tract 32.01, Kern County, California",16024,938,8424,1136,889,302,158,125,1553,334,5,16,4366,980,629,272,422,259,207,124
1400000US06029003202,06029003202,"Census Tract 32.02, Kern County, California",12560,1018,7512,1048,576,407,15,24,546,297,0,132,3448,691,463,295,126,108,337,252
1400000US06029003203,06029003203,"Census Tract 32.03, Kern County, California",2542,230,2245,286,48,62,10,16,0,132,16,27,117,106,106,97,97,97,9,15
1400000US06029003204,06029003204,"Census Tract 32.04, Kern County, California",7558,550,5340,521,376,283,12,12,1095,350,0,132,670,326,65,76,3,7,62,76
1400000US06029003302,06029003302,"Census Tract 33.02, Kern County, California",7921,1011,6653,916,54,62,67,92,189,130,0,132,798,577,160,126,49,79,111,99
1400000US06029003303,06029003303,"Census Tract 33.03, Kern County, California",1658,304,1391,250,15,19,10,11,19,25,0,132,179,137,44,31,30,29,14,13
1400000US06029003304,06029003304,"Census Tract 33.04, Kern County, California",5151,361,3340,327,254,88,74,42,229,108,20,24,988,249,246,107,55,44,191,99
1400000US06029003400,06029003400,"Census Tract 34, Kern County, California",3587,515,2561,436,0,132,8,12,23,26,0,132,802,391,193,153,0,132,193,153
1400000US06029003500,06029003500,"Census Tract 35, Kern County, California",6104,313,5458,362,22,35,79,52,117,106,0,132,262,194,166,92,0,132,166,92
1400000US06029003600,06029003600,"Census Tract 36, Kern County, California",4493,694,3751,549,54,64,67,65,11,18,0,132,502,438,108,97,0,132,108,97
1400000US06029003700,06029003700,"Census Tract 37, Kern County, California",4118,342,2802,359,193,117,0,132,15,14,0,132,954,269,154,78,42,39,112,74
1400000US06029003803,06029003803,"Census Tract 38.03, Kern County, California",4151,461,3497,487,96,135,108,139,18,30,0,132,351,257,81,92,0,132,81,92
1400000US06029003804,06029003804,"Census Tract 38.04, Kern County, California",11544,680,8334,637,435,124,116,86,537,213,0,132,1442,401,680,290,269,221,411,207
1400000US06029003805,06029003805,"Census Tract 38.05, Kern County, California",8617,472,6630,667,229,155,140,156,470,155,0,132,784,415,364,215,65,47,299,211
1400000US06029003806,06029003806,"Census Tract 38.06, Kern County, California",4021,298,2976,374,72,75,20,23,263,92,0,132,422,180,268,130,42,50,226,117
1400000US06029003807,06029003807,"Census Tract 38.07, Kern County, California",3757,341,3213,347,0,132,43,40,12,21,0,132,296,194,193,197,0,132,193,197
1400000US06029003808,06029003808,"Census Tract 38.08, Kern County, California",5062,445,4075,435,132,168,14,24,251,105,0,132,471,243,119,88,32,37,87,79
1400000US06029003809,06029003809,"Census Tract 38.09, Kern County, California",10462,676,8851,695,108,97,86,58,414,300,0,132,589,285,414,178,215,147,199,109
1400000US06029003810,06029003810,"Census Tract 38.10, Kern County, California",2741,204,2365,248,63,64,76,87,166,117,0,132,60,69,11,18,0,132,11,18
1400000US06029003811,06029003811,"Census Tract 38.11, Kern County, California",2222,389,1886,271,0,132,0,132,0,132,0,132,271,304,65,60,29,39,36,49
1400000US06029003812,06029003812,"Census Tract 38.12, Kern County, California",4899,380,3659,434,61,51,139,120,448,196,0,132,420,265,172,86,52,57,120,82
1400000US06029003813,06029003813,"Census Tract 38.13, Kern County, California",7173,457,5595,552,296,216,8,14,720,184,0,132,392,287,162,106,0,132,162,106
1400000US06029003900,06029003900,"Census Tract 39, Kern County, California",2516,525,1548,287,332,110,38,33,21,24,10,17,408,321,159,86,10,16,149,84
1400000US06029004000,06029004000,"Census Tract 40, Kern County, California",6042,421,4483,577,107,66,0,132,0,132,0,132,1344,483,108,88,72,74,36,40
1400000US06029004101,06029004101,"Census Tract 41.01, Kern County, California",4249,411,3089,483,10,15,0,132,0,132,34,40,1116,409,0,132,0,132,0,132
1400000US06029004102,06029004102,"Census Tract 41.02, Kern County, California",5404,410,3706,607,19,29,46,54,0,132,0,132,1472,482,161,134,96,103,65,90
1400000US06029004200,06029004200,"Census Tract 42, Kern County, California",1436,144,1207,188,0,132,0,132,9,12,0,132,220,109,0,132,0,132,0,132
1400000US06029004301,06029004301,"Census Tract 43.01, Kern County, California",6836,606,5549,723,374,196,0,132,102,108,0,132,730,270,81,70,52,55,29,34
1400000US06029004302,06029004302,"Census Tract 43.02, Kern County, California",5747,275,2809,328,1302,170,60,40,148,73,14,19,1200,288,214,104,103,73,111,74
1400000US06029004401,06029004401,"Census Tract 44.01, Kern County, California",6783,550,4564,780,203,141,38,59,209,230,0,132,1693,476,76,62,31,29,45,59
1400000US06029004402,06029004402,"Census Tract 44.02, Kern County, California",5365,567,3569,613,264,195,103,96,51,67,75,109,1256,574,47,62,0,132,47,62
1400000US06029004500,06029004500,"Census Tract 45, Kern County, California",3393,348,2615,344,25,31,10,15,0,132,0,132,721,236,22,25,0,132,22,25
1400000US06029004601,06029004601,"Census Tract 46.01, Kern County, California",5398,271,2805,424,1329,204,30,29,106,54,30,37,826,321,272,88,71,41,201,71
1400000US06029004602,06029004602,"Census Tract 46.02, Kern County, California",13874,695,8343,831,1048,150,99,70,1248,274,111,96,2625,423,400,166,162,99,238,133
1400000US06029004700,06029004700,"Census Tract 47, Kern County, California",12300,199,8505,768,153,64,177,151,64,40,27,50,2884,802,490,356,363,348,127,124
1400000US06029004800,06029004800,"Census Tract 48, Kern County, California",7759,754,5020,732,112,135,9,15,1012,323,5,16,1285,610,316,195,145,141,171,115
1400000US06029004901,06029004901,"Census Tract 49.01, Kern County, California",5913,586,2957,577,78,104,50,75,1149,218,0,132,1601,647,78,53,29,27,49,42
1400000US06029004902,06029004902,"Census Tract 49.02, Kern County, California",8137,619,3694,795,0,132,41,51,2617,484,13,21,1493,446,279,198,214,189,65,66
1400000US06029005000,06029005000,"Census Tract 50, Kern County, California",11945,893,8040,983,109,80,81,108,1231,363,0,132,2240,632,244,186,208,177,36,59
1400000US06029005103,06029005103,"Census Tract 51.03, Kern County, California",2857,331,2687,340,0,132,0,132,46,56,0,132,65,84,59,68,0,132,59,68
1400000US06029005104,06029005104,"Census Tract 51.04, Kern County, California",1469,211,1265,209,23,26,12,42,26,32,0,132,102,111,41,48,0,132,41,48
1400000US06029005201,06029005201,"Census Tract 52.01, Kern County, California",5299,674,4850,640,53,56,109,124,41,46,0,132,93,81,153,93,41,58,112,71
1400000US06029005202,06029005202,"Census Tract 52.02, Kern County, California",10363,770,9629,752,121,124,200,141,50,78,0,132,139,125,224,118,0,132,224,118
1400000US06029005300,06029005300,"Census Tract 53, Kern County, California",2440,415,1641,321,542,437,33,37,132,139,0,132,92,104,0,132,0,132,0,132
1400000US06029005401,06029005401,"Census Tract 54.01, Kern County, California",6022,371,5062,421,160,112,0,132,189,117,51,53,320,185,240,127,50,93,190,101
1400000US06029005402,06029005402,"Census Tract 54.02, Kern County, California",4695,427,3604,483,122,87,120,143,396,216,0,132,170,127,283,164,7,10,276,164
1400000US06029005403,06029005403,"Census Tract 54.03, Kern County, California",6630,501,5008,544,378,340,30,28,290,156,33,67,531,319,360,214,79,106,281,189
1400000US06029005404,06029005404,"Census Tract 54.04, Kern County, California",6189,495,4803,528,400,249,0,132,101,93,6,17,378,301,501,266,82,78,419,256
1400000US06029005501,06029005501,"Census Tract 55.01, Kern County, California",5907,568,5424,539,54,88,58,76,43,67,21,32,152,175,155,106,51,82,104,68
1400000US06029005503,06029005503,"Census Tract 55.03, Kern County, California",2445,361,2052,306,99,164,86,93,59,70,17,28,132,100,0,132,0,132,0,132
1400000US06029005504,06029005504,"Census Tract 55.04, Kern County, California",78,123,78,123,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132
1400000US06029005505,06029005505,"Census Tract 55.05, Kern County, California",13315,122,8615,805,2049,634,99,91,222,143,0,132,1892,703,438,243,175,166,263,180
1400000US06029005506,06029005506,"Census Tract 55.06, Kern County, California",5291,573,4155,548,147,101,125,83,147,115,0,132,513,193,204,135,11,18,193,139
1400000US06029005600,06029005600,"Census Tract 56, Kern County, California",2403,287,1922,241,54,75,0,132,36,37,12,27,316,260,63,87,0,132,63,87
1400000US06029005700,06029005700,"Census Tract 57, Kern County, California",4899,2255,3026,1649,972,646,14,22,215,154,110,176,466,358,96,94,0,132,96,94
1400000US06029005800,06029005800,"Census Tract 58, Kern County, California",11953,927,7236,916,1023,331,142,115,357,216,0,132,2674,691,521,281,101,86,420,263
1400000US06029005900,06029005900,"Census Tract 59, Kern County, California",3493,411,1950,408,444,276,28,44,25,28,16,28,803,319,227,164,26,32,201,151
1400000US06029006002,06029006002,"Census Tract 60.02, Kern County, California",6396,1093,3143,300,1633,367,111,66,178,126,15,18,1000,517,316,141,80,54,236,118
1400000US06029006003,06029006003,"Census Tract 60.03, Kern County, California",5152,606,4314,610,57,55,0,132,121,108,0,132,509,452,151,130,7,13,144,127
1400000US06029006004,06029006004,"Census Tract 60.04, Kern County, California",1331,194,1163,182,0,132,47,38,0,132,0,132,91,98,30,36,0,132,30,36
1400000US06029006005,06029006005,"Census Tract 60.05, Kern County, California",13928,1072,12326,982,44,38,113,107,239,248,0,132,416,201,790,345,82,66,708,319
1400000US06029006100,06029006100,"Census Tract 61, Kern County, California",5302,1046,4707,961,38,51,70,72,55,55,0,132,387,243,45,42,0,132,45,42
1400000US06029006201,06029006201,"Census Tract 62.01, Kern County, California",2726,428,1721,449,0,132,37,56,140,150,0,132,778,473,50,51,0,132,50,51
1400000US06029006202,06029006202,"Census Tract 62.02, Kern County, California",3096,372,1825,449,0,132,0,132,0,132,0,132,1240,341,31,28,18,27,13,25
1400000US06029006301,06029006301,"Census Tract 63.01, Kern County, California",3418,417,2069,470,17,22,8,7,85,113,0,132,1201,396,38,60,38,60,0,132
1400000US06029006302,06029006302,"Census Tract 63.02, Kern County, California",9856,448,4894,876,0,132,84,132,65,63,0,132,4730,912,83,70,25,29,58,53
1400000US06029006401,06029006401,"Census Tract 64.01, Kern County, California",8447,700,4952,846,11,17,152,138,248,210,7,10,2893,685,184,120,76,71,108,96
1400000US06029006402,06029006402,"Census Tract 64.02, Kern County, California",8164,715,5109,647,0,132,27,28,49,54,0,132,2915,709,64,61,41,55,23,27
1400000US06031000100,06031000100,"Census Tract 1, Kings County, California",3842,333,3283,384,159,136,0,132,55,45,0,132,321,153,24,30,18,28,6,11
1400000US06031000200,06031000200,"Census Tract 2, Kings County, California",2236,485,1924,501,88,83,0,132,69,59,0,132,104,72,51,42,37,36,14,15
1400000US06031000300,06031000300,"Census Tract 3, Kings County, California",7086,1297,4922,708,769,376,136,100,531,237,15,25,115,84,598,420,102,144,496,366
1400000US06031000402,06031000402,"Census Tract 4.02, Kings County, California",4170,418,3160,479,296,156,17,22,276,101,0,132,361,238,60,65,10,14,50,61
1400000US06031000403,06031000403,"Census Tract 4.03, Kings County, California",5799,445,4039,595,527,247,4,9,227,105,0,132,731,374,271,152,45,49,226,152
1400000US06031000404,06031000404,"Census Tract 4.04, Kings County, California",8984,609,6445,727,663,555,21,26,642,166,0,132,617,285,596,253,98,120,498,202
1400000US06031000405,06031000405,"Census Tract 4.05, Kings County, California",5872,552,3960,597,416,216,64,50,351,160,77,95,720,329,284,194,177,165,107,92
1400000US06031000500,06031000500,"Census Tract 5, Kings County, California",5227,672,4140,678,300,176,10,17,150,101,0,132,586,251,41,48,5,9,36,45
1400000US06031000601,06031000601,"Census Tract 6.01, Kings County, California",6639,613,5236,652,584,369,14,22,448,136,0,132,283,153,74,54,16,18,58,50
1400000US06031000602,06031000602,"Census Tract 6.02, Kings County, California",5974,424,5009,522,607,436,0,132,87,78,0,132,193,169,78,82,0,132,78,82
1400000US06031000701,06031000701,"Census Tract 7.01, Kings County, California",5330,299,4495,356,166,187,62,48,153,132,0,132,290,139,164,114,129,97,35,45
1400000US06031000702,06031000702,"Census Tract 7.02, Kings County, California",4294,332,3359,324,118,132,7,12,412,232,0,132,273,173,125,96,16,20,109,93
1400000US06031000800,06031000800,"Census Tract 8, Kings County, California",4549,493,3340,540,385,266,82,61,27,33,0,132,597,285,118,100,77,92,41,41
1400000US06031000900,06031000900,"Census Tract 9, Kings County, California",7758,785,5667,787,512,288,123,97,184,163,0,132,953,425,319,157,131,83,188,120
1400000US06031001001,06031001001,"Census Tract 10.01, Kings County, California",4714,1380,2963,427,504,579,19,31,218,120,0,132,974,713,36,35,5,8,31,34
1400000US06031001002,06031001002,"Census Tract 10.02, Kings County, California",4281,550,2902,541,437,292,30,33,102,81,0,132,690,319,120,76,54,55,66,51
1400000US06031001003,06031001003,"Census Tract 10.03, Kings County, California",4761,412,3207,404,501,331,39,50,291,145,19,26,679,341,25,40,0,132,25,40
1400000US06031001100,06031001100,"Census Tract 11, Kings County, California",6673,723,4592,666,785,270,46,26,83,76,2,4,981,336,184,107,54,41,130,98
1400000US06031001200,06031001200,"Census Tract 12, Kings County, California",2403,237,1991,233,48,67,52,40,17,23,0,132,255,123,40,30,23,28,17,14
1400000US06031001300,06031001300,"Census Tract 13, Kings County, California",3121,468,1725,465,135,120,0,132,121,134,0,132,1115,568,25,29,9,15,16,28
1400000US06031001400,06031001400,"Census Tract 14, Kings County, California",4901,454,2818,558,163,149,44,55,129,117,0,132,1629,425,118,81,76,62,42,49
1400000US06031001500,06031001500,"Census Tract 15, Kings County, California",4753,415,3241,537,71,100,134,113,72,66,0,132,1094,428,141,113,82,66,59,91
1400000US06031001601,06031001601,"Census Tract 16.01, Kings County, California",4107,439,2681,426,11,16,704,202,21,33,0,132,646,337,44,37,22,31,22,22
1400000US06031001602,06031001602,"Census Tract 16.02, Kings County, California",12441,428,4231,310,2860,267,382,111,189,88,19,22,4234,357,526,145,225,88,301,97
1400000US06031001701,06031001701,"Census Tract 17.01, Kings County, California",16221,174,12322,1255,130,171,202,283,41,67,0,132,3361,1158,165,264,165,264,0,132
1400000US06031001702,06031001702,"Census Tract 17.02, Kings County, California",560,172,311,135,121,47,29,35,16,19,0,132,73,40,10,17,10,17,0,132
1400000US06033000100,06033000100,"Census Tract 1, Lake County, California",3222,501,2319,506,16,24,216,215,354,240,0,132,270,249,47,43,15,25,32,33
1400000US06033000300,06033000300,"Census Tract 3, Lake County, California",4402,512,3931,440,38,47,90,75,44,65,0,132,136,102,163,116,10,16,153,114
1400000US06033000400,06033000400,"Census Tract 4, Lake County, California",5950,467,4964,593,58,52,31,53,30,58,0,132,589,363,278,179,61,77,217,152
1400000US06033000500,06033000500,"Census Tract 5, Lake County, California",5074,810,4614,855,224,193,127,121,0,132,0,132,42,55,67,54,0,132,67,54
1400000US06033000600,06033000600,"Census Tract 6, Lake County, California",3996,592,3549,585,75,93,49,64,0,132,173,259,31,50,119,104,0,132,119,104
1400000US06033000700,06033000700,"Census Tract 7, Lake County, California",7603,744,6563,744,449,190,141,168,30,51,0,132,144,188,276,223,97,132,179,182
1400000US06033000800,06033000800,"Census Tract 8, Lake County, California",7428,732,6073,772,343,232,64,75,102,161,34,41,347,415,465,279,104,149,361,195
1400000US06033000900,06033000900,"Census Tract 9, Lake County, California",5730,509,5248,502,126,78,76,71,23,37,0,132,96,90,161,96,0,132,161,96
1400000US06033001000,06033001000,"Census Tract 10, Lake County, California",6275,641,5631,611,20,33,377,209,0,132,0,132,119,95,128,120,7,12,121,121
1400000US06033001100,06033001100,"Census Tract 11, Lake County, California",4232,617,3945,626,0,132,19,35,62,78,19,32,44,68,143,168,0,132,143,168
1400000US06033001200,06033001200,"Census Tract 12, Lake County, California",3010,521,2797,477,8,13,44,52,99,113,0,132,14,22,48,39,0,132,48,39
1400000US06033001300,06033001300,"Census Tract 13, Lake County, California",7834,887,6633,818,166,152,141,124,128,98,32,52,319,219,415,276,41,57,374,266
1400000US06035040100,06035040100,"Census Tract 401, Lassen County, California",1674,289,1416,240,105,110,6,9,17,18,7,13,92,65,31,31,8,13,23,27
1400000US06035040200,06035040200,"Census Tract 402, Lassen County, California",2509,328,2289,289,0,132,41,39,2,3,6,13,117,80,54,74,0,132,54,74
1400000US06035040301,06035040301,"Census Tract 403.01, Lassen County, California",9302,402,7477,526,618,363,592,132,113,61,32,29,203,146,267,126,15,20,252,123
1400000US06035040302,06035040302,"Census Tract 403.02, Lassen County, California",4403,418,3860,375,93,133,96,61,11,17,13,18,94,76,236,108,75,64,161,79
1400000US06035040400,06035040400,"Census Tract 404, Lassen County, California",9429,377,3922,347,2233,224,148,70,174,73,40,33,2763,299,149,62,19,22,130,58
1400000US06035040500,06035040500,"Census Tract 405, Lassen County, California",3347,441,3103,423,0,132,24,27,56,43,22,26,80,62,62,53,23,34,39,42
1400000US06035040600,06035040600,"Census Tract 406, Lassen County, California",3764,1028,2394,405,454,245,149,138,9,15,16,18,554,569,188,128,51,44,137,122
1400000US06037101110,06037101110,"Census Tract 1011.10, Los Angeles County, California",4973,404,4074,349,17,21,28,36,347,106,0,132,344,159,163,110,66,67,97,85
1400000US06037101120,06037101120,"Census Tract 1011.20, Los Angeles County, California",3811,315,2817,373,0,132,44,55,759,283,0,132,0,132,191,171,29,43,162,164
1400000US06037101210,06037101210,"Census Tract 1012.10, Los Angeles County, California",6965,739,4325,844,49,48,10,18,592,291,0,132,1884,740,105,83,21,34,84,62
1400000US06037101220,06037101220,"Census Tract 1012.20, Los Angeles County, California",3466,468,2511,461,0,132,55,62,188,170,0,132,712,246,0,132,0,132,0,132
1400000US06037101300,06037101300,"Census Tract 1013, Los Angeles County, California",3857,268,3482,235,23,26,30,37,230,143,0,132,81,62,11,17,0,132,11,17
1400000US06037101400,06037101400,"Census Tract 1014, Los Angeles County, California",3442,361,2895,412,143,234,54,69,133,94,0,132,162,177,55,72,0,132,55,72
1400000US06037102101,06037102101,"Census Tract 1021.01, Los Angeles County, California",3330,582,2686,476,16,20,0,132,358,208,0,132,184,187,86,67,18,34,68,57
1400000US06037102102,06037102102,"Census Tract 1021.02, Los Angeles County, California",6982,683,5640,654,164,132,0,132,476,201,21,35,589,325,92,73,11,21,81,68
1400000US06037103101,06037103101,"Census Tract 1031.01, Los Angeles County, California",3003,281,2601,302,0,132,20,29,214,106,0,132,99,87,69,68,28,42,41,53
1400000US06037103102,06037103102,"Census Tract 1031.02, Los Angeles County, California",4577,300,2856,355,46,61,10,17,809,300,40,69,741,264,75,67,22,36,53,56
1400000US06037103200,06037103200,"Census Tract 1032, Los Angeles County, California",5399,427,3746,495,178,172,0,132,536,251,0,132,585,225,354,269,132,127,222,208
1400000US06037103300,06037103300,"Census Tract 1033, Los Angeles County, California",4197,326,3531,339,101,100,0,132,220,77,7,12,206,150,132,95,54,66,78,68
1400000US06037103400,06037103400,"Census Tract 1034, Los Angeles County, California",6433,644,4393,409,181,175,0,132,422,139,0,132,1217,417,220,140,101,84,119,117
1400000US06037104103,06037104103,"Census Tract 1041.03, Los Angeles County, California",3888,433,1787,535,627,191,40,43,256,170,12,20,937,424,229,181,94,141,135,103
1400000US06037104104,06037104104,"Census Tract 1041.04, Los Angeles County, California",3282,342,1792,469,660,188,5,11,64,71,4,8,555,307,202,182,158,159,44,49
1400000US06037104105,06037104105,"Census Tract 1041.05, Los Angeles County, California",5674,693,3520,815,426,84,53,43,117,89,0,132,1361,473,197,162,168,162,29,38
1400000US06037104106,06037104106,"Census Tract 1041.06, Los Angeles County, California",5552,757,2809,885,515,283,19,30,148,98,0,132,2007,707,54,42,39,41,15,20
1400000US06037104107,06037104107,"Census Tract 1041.07, Los Angeles County, California",421,164,382,165,4,7,0,132,0,132,14,23,9,15,12,18,12,18,0,132
1400000US06037104201,06037104201,"Census Tract 1042.01, Los Angeles County, California",4831,796,3060,923,239,126,0,132,29,32,0,132,1453,589,50,51,26,33,24,39
1400000US06037104202,06037104202,"Census Tract 1042.02, Los Angeles County, California",7221,1156,3550,718,736,180,50,58,532,337,0,132,2251,875,102,79,54,46,48,51
1400000US06037104310,06037104310,"Census Tract 1043.10, Los Angeles County, California",2865,446,1971,526,202,203,0,132,0,132,0,132,692,376,0,132,0,132,0,132
1400000US06037104320,06037104320,"Census Tract 1043.20, Los Angeles County, California",6259,897,2536,698,394,192,133,235,45,29,0,132,3095,933,56,67,46,62,10,17
1400000US06037104401,06037104401,"Census Tract 1044.01, Los Angeles County, California",4887,725,2307,745,10,16,17,27,72,74,0,132,2415,730,66,78,66,78,0,132
1400000US06037104402,06037104402,"Census Tract 1044.02, Los Angeles County, California",4286,777,2448,685,16,17,18,29,27,43,0,132,1682,665,95,95,85,87,10,15
1400000US06037104500,06037104500,"Census Tract 1045, Los Angeles County, California",4568,584,2840,645,17,26,0,132,0,132,0,132,1659,732,52,49,21,40,31,25
1400000US06037104610,06037104610,"Census Tract 1046.10, Los Angeles County, California",2765,399,1429,335,0,132,0,132,10,17,0,132,1326,427,0,132,0,132,0,132
1400000US06037104620,06037104620,"Census Tract 1046.20, Los Angeles County, California",2997,312,1884,371,0,132,0,132,0,132,0,132,982,388,131,153,29,35,102,150
1400000US06037104701,06037104701,"Census Tract 1047.01, Los Angeles County, California",4242,409,2034,418,22,36,96,127,0,132,0,132,2090,561,0,132,0,132,0,132
1400000US06037104702,06037104702,"Census Tract 1047.02, Los Angeles County, California",7007,557,4219,866,400,179,17,28,215,195,0,132,1963,678,193,179,143,171,50,52
1400000US06037104810,06037104810,"Census Tract 1048.10, Los Angeles County, California",4490,615,3031,542,35,45,15,24,173,141,0,132,1146,566,90,97,34,46,56,57
1400000US06037104820,06037104820,"Census Tract 1048.20, Los Angeles County, California",5516,585,2992,695,9,15,97,119,187,111,14,22,2217,528,0,132,0,132,0,132
1400000US06037106010,06037106010,"Census Tract 1060.10, Los Angeles County, California",4433,384,2632,538,325,225,45,51,185,129,0,132,1071,371,175,132,163,131,12,19
1400000US06037106020,06037106020,"Census Tract 1060.20, Los Angeles County, California",6116,947,3428,812,148,115,0,132,313,145,0,132,1969,659,258,194,176,180,82,61
1400000US06037106111,06037106111,"Census Tract 1061.11, Los Angeles County, California",5011,474,3195,517,344,203,37,43,82,67,0,132,1155,404,198,111,93,69,105,83
1400000US06037106112,06037106112,"Census Tract 1061.12, Los Angeles County, California",6112,542,3312,567,149,106,42,41,775,250,0,132,1654,496,180,133,67,113,113,70
1400000US06037106113,06037106113,"Census Tract 1061.13, Los Angeles County, California",3337,350,1213,393,250,221,24,37,201,150,0,132,1369,528,280,156,176,126,104,59
1400000US06037106114,06037106114,"Census Tract 1061.14, Los Angeles County, California",4909,645,1718,450,354,259,0,132,123,101,0,132,2379,649,335,193,233,175,102,79
1400000US06037106402,06037106402,"Census Tract 1064.02, Los Angeles County, California",7480,893,3459,909,278,185,0,132,550,299,0,132,2498,479,695,493,643,488,52,51
1400000US06037106403,06037106403,"Census Tract 1064.03, Los Angeles County, California",3388,625,1646,475,0,132,11,22,40,81,0,132,1626,778,65,58,65,58,0,132
1400000US06037106404,06037106404,"Census Tract 1064.04, Los Angeles County, California",5337,605,2340,568,198,137,5,9,423,276,0,132,2227,550,144,98,131,100,13,20
1400000US06037106510,06037106510,"Census Tract 1065.10, Los Angeles County, California",3958,293,2677,307,267,161,0,132,309,111,44,59,528,244,133,82,73,67,60,47
1400000US06037106520,06037106520,"Census Tract 1065.20, Los Angeles County, California",5624,827,2478,548,171,168,0,132,30,32,78,124,2347,913,520,284,308,205,212,205
1400000US06037106602,06037106602,"Census Tract 1066.02, Los Angeles County, California",6254,420,4052,487,482,343,0,132,1026,218,8,13,441,296,245,159,46,75,199,140
1400000US06037106603,06037106603,"Census Tract 1066.03, Los Angeles County, California",2883,286,2023,285,82,113,9,14,579,121,0,132,51,44,139,113,74,74,65,75
1400000US06037106604,06037106604,"Census Tract 1066.04, Los Angeles County, California",5243,449,2296,433,120,100,109,110,535,332,0,132,1837,519,346,247,286,240,60,65
1400000US06037106605,06037106605,"Census Tract 1066.05, Los Angeles County, California",5474,545,3572,625,95,86,67,94,303,95,0,132,1195,427,242,186,180,169,62,82
1400000US06037106606,06037106606,"Census Tract 1066.06, Los Angeles County, California",584,399,584,399,0,132,0,132,0,132,0,132,0,132,0,132,0,132,0,132
1400000US06037106641,06037106641,"Census Tract 1066.41, Los Angeles County, California",2114,229,1572,250,0,132,0,132,338,135,0,132,140,105,64,71,18,32,46,62
1400000US06037106642,06037106642,"Census Tract 1066.42, Los Angeles County, California",2923,287,2065,245,225,147,38,52,246,169,0,132,147,109,202,122,9,15,193,114
1400000US06037106643,06037106643,"Census Tract 1066.43, Los Angeles County, California",4282,236,3560,394,63,63,27,62,309,168,0,132,298,267,25,31,0,132,25,31
1400000US06037107010,06037107010,"Census Tract 1070.10, Los Angeles County, California",2974,578,1369,405,7,46,21,29,10,16,0,132,1398,581,169,113,125,107,44,53
1400000US06037107020,06037107020,"Census Tract 1070.20, Los Angeles County, California",5357,610,2030,794,10,21,9,16,488,245,10,17,2635,561,175,138,125,121,50,53
1400000US06037108101,06037108101,"Census Tract 1081.01, Los Angeles County, California",2605,288,1833,280,0,132,0,132,621,244,10,16,114,138,27,36,0,132,27,36
1400000US06037108102,06037108102,"Census Tract 1081.02, Los Angeles County, California",3758,323,2258,297,174,154,0,132,1241,225,0,132,48,61,37,41,5,10,32,40
1400000US06037108103,06037108103,"Census Tract 1081.03, Los Angeles County, California",3623,204,2276,340,37,53,0,132,913,146,0,132,305,262,92,74,0,132,92,74
1400000US06037108104,06037108104,"Census Tract 1081.04, Los Angeles County, California",1803,218,1335,317,145,181,0,132,313,210,0,132,0,132,10,16,0,132,10,16
1400000US06037108200,06037108200,"Census Tract 1082, Los Angeles County, California",8213,514,4118,581,168,121,0,132,3323,470,0,132,211,222,393,274,0,132,393,274
1400000US06037109100,06037109100,"Census Tract 1091, Los Angeles County, California",2338,312,1346,291,19,36,37,43,158,123,0,132,591,290,187,220,187,220,0,132
1400000US06037109200,06037109200,"Census Tract 1092, Los Angeles County, California",3138,481,1975,372,0,132,0,132,459,233,0,132,599,584,105,86,14,21,91,84
1400000US06037109300,06037109300,"Census Tract 1093, Los Angeles County, California",3604,332,1923,431,93,85,0,132,398,117,0,132,1023,302,167,130,128,121,39,42
1400000US06037109400,06037109400,"Census Tract 1094, Los Angeles County, California",5270,445,1687,433,540,345,22,25,459,166,31,50,1978,484,553,335,399,331,154,118
